# Taxonomic Profiling Output
# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C precision -g 3 | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python /home/nlapier2/miniconda3/bin/../share/motus-2.5.1//motus profile -C precision -s challenge_high/RH_S001__insert_270.fq -o timing/results/motus2_default_RH_S001.txt -t 4

@SampleID:CAMI_HIGH_S001
@Version:0.9.3
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@TaxonomyID: Jan 08 2019
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	99.40653795172227
2157	superkingdom	2157	Archaea	0.5934620482777218
1224	phylum	2|1224	Bacteria|Proteobacteria	52.613000718186065
201174	phylum	2|201174	Bacteria|Actinobacteria	23.097787750566155
1239	phylum	2|1239	Bacteria|Firmicutes	12.060436950671043
976	phylum	2|976	Bacteria|Bacteroidetes	9.243097484558627
65842	phylum	2|65842	Bacteria|Fibrobacteres	0.029584488419492835
28890	phylum	2157|28890	Archaea|Euryarchaeota	0.5953973790692919
200918	phylum	2|200918	Bacteria|Thermotogae	0.38509199288567686
74201	phylum	2|74201	Bacteria|Verrucomicrobia	0.8840290593803735
544448	phylum	2|544448	Bacteria|Tenericutes	0.4117054228376338
32066	phylum	2|32066	Bacteria|Fusobacteria	0.022369370515314794
203691	phylum	2|203691	Bacteria|Spirochaetes	0.6574993829103067
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	29.974569965901825
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	9.498608334792342
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	6.25765311694084
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	23.15678454394933
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	4.169485180755116
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	7.072166809961329
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	0.6857443272100131
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	6.41829628982261
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	0.36517862212809127
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	6.66420534156633
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	0.5130644355376288
204430	class	2|65842|204430	Bacteria|Fibrobacteres|Fibrobacteria	0.029673391603053927
29547	class	2|1224|29547	Bacteria|Proteobacteria|Epsilonproteobacteria	0.07556314962054284
1853228	class	2|976|1853228	Bacteria|Bacteroidetes|Chitinophagia	0.0914334902864302
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	0.5971865843356677
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	1.5623350107247005
1737404	class	2|1239|1737404	Bacteria|Firmicutes|Tissierellia	0.4898486829652585
188708	class	2|200918|188708	Bacteria|Thermotogae|Thermotogae	0.3862492177004506
203494	class	2|74201|203494	Bacteria|Verrucomicrobia|Verrucomicrobiae	0.8866856203668277
84998	class	2|201174|84998	Bacteria|Actinobacteria|Coriobacteriia	0.010413460907075966
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	0.4129426226249222
203490	class	2|32066|203490	Bacteria|Fusobacteria|Fusobacteriia	0.02243659183159616
203692	class	2|203691|203692	Bacteria|Spirochaetes|Spirochaetia	0.6594752084679888
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	7.0906168463887695
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	3.9564744755270285
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	6.259930033923055
206351	order	2|1224|28216|206351	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	0.01925578629925379
85011	order	2|201174|1760|85011	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales	0.8087798489455592
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	19.51956183676401
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	3.5324585550926475
91347	order	2|1224|1236|91347	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	1.0075240624083164
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	6.022287347799806
85010	order	2|201174|1760|85010	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales	0.826795117232379
171549	order	2|976|200643|171549	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	0.6428397456827066
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	14.473211149088911
85007	order	2|201174|1760|85007	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales	1.9231904718290769
135623	order	2|1224|1236|135623	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales	0.24626669286132596
135614	order	2|1224|1236|135614	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	3.209709213580532
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	6.44038176931446
909929	order	2|1239|909932|909929	Bacteria|Firmicutes|Negativicutes|Selenomonadales	0.14985713934879194
213118	order	2|1224|28221|213118	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	2.6747069838996187
213115	order	2|1224|28221|213115	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	3.374252069243195
186826	order	2|1239|91061|186826	Bacteria|Firmicutes|Bacilli|Lactobacillales	0.6513739033967704
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	0.7329459353040565
135624	order	2|1224|1236|135624	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales	0.29466301247809307
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	1.5581784388150257
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	0.9652181341976901
204458	order	2|1224|28211|204458	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	1.4979623024932804
85012	order	2|201174|1760|85012	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales	0.027984874221370085
85009	order	2|201174|1760|85009	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales	4.637349314030389
622452	order	2|201174|1760|622452	Bacteria|Actinobacteria|Actinobacteria|Kineosporiales	0.2571399873492652
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	0.5148299000094126
218872	order	2|65842|204430|218872	Bacteria|Fibrobacteres|Fibrobacteria|Fibrobacterales	0.029775498307405057
213849	order	2|1224|29547|213849	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales	0.07582316385421577
1853229	order	2|976|1853228|1853229	Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales	0.09174811466389797
2235	order	2157|28890|183963|2235	Archaea|Euryarchaeota|Halobacteria|Halobacteriales	0.5992415147199298
768507	order	2|976|768503|768507	Bacteria|Bacteroidetes|Cytophagia|Cytophagales	1.5677110351836328
