# Taxonomic Profiling Output
# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C precision -g 3 | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python /home/nlapier2/miniconda3/bin/../share/motus-2.5.1//motus profile -C precision -s challenge_med/RM2_S002__insert_270.fq -o timing/results/motus2_default_RM2_S002.txt -t 4

@SampleID:CAMI_MED_S002
@Version:0.9.3
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@TaxonomyID: Jan 08 2019
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	94.64926717143511
2157	superkingdom	2157	Archaea	5.3507328285648805
1224	phylum	2|1224	Bacteria|Proteobacteria	36.89276025545439
1239	phylum	2|1239	Bacteria|Firmicutes	27.935610091340063
201174	phylum	2|201174	Bacteria|Actinobacteria	27.769103024841
28890	phylum	2157|28890	Archaea|Euryarchaeota	5.350732828564879
976	phylum	2|976	Bacteria|Bacteroidetes	1.4260217033013776
544448	phylum	2|544448	Bacteria|Tenericutes	0.6257720964982872
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	3.8509917295299374
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	1.5020156989646334
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	11.261682979545807
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	27.438401082646074
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	26.406207539393193
183967	class	2157|28890|183967	Archaea|Euryarchaeota|Thermoplasmata	2.3921085215267337
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	8.988965353390931
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	0.34786733547179394
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	0.8013024904490117
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	0.6257720964982871
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	2.9586243070381446
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	12.791120192987696
84992	class	2|201174|84992	Bacteria|Actinobacteria|Acidimicrobiia	0.33070194219492405
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	0.02738685298223452
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	0.1394151613764064
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	0.1374367160041653
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	2.729039832920208
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	1.417230677282024
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	3.414903848153752
85007	order	2|201174|1760|85007	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales	11.440093673185586
85011	order	2|201174|1760|85011	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales	0.5893133637767821
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	2.8930184242773027
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	2.526890651934818
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	6.713336335676015
2301	order	2157|28890|183967|2301	Archaea|Euryarchaeota|Thermoplasmata|Thermoplasmatales	2.393053966640441
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	19.7033078622822
135623	order	2|1224|1236|135623	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales	0.24431654218163762
91347	order	2|1224|1236|91347	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	2.041452128127224
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	14.87551883492347
171549	order	2|976|200643|171549	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	0.3480048248329916
85010	order	2|201174|1760|85010	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales	0.1429543196556811
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	2.4261321944686545
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	1.7197884094143265
135622	order	2|1224|1236|135622	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales	4.223272928877415
