@SampleID:CAMI_HIGH_S003
@Version:CLARK
@Ranks: superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
2	superkingdom	2	Bacteria	96.25997
201174	phylum	2|201174	Bacteria|Actinobacteria	20.68754
1224	phylum	2|1224	Bacteria|Proteobacteria	42.86780
1239	phylum	2|1239	Bacteria|Firmicutes	19.43451
976	phylum	2|976	Bacteria|Bacteroidetes	13.27012
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	20.68754
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	9.54696
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	19.43451
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	33.32084
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	2.00598
1853228	class	2|976|1853228	Bacteria|Bacteroidetes|Chitinophagia	11.26414
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	20.68754
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	9.54696
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	19.43451
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	33.32084
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	2.00598
1853229	order	2|976|1853228|1853229	Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales	11.26414
85023	family	2|201174|1760|85006|85023	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae	16.13719
186803	family	2|1239|186801|186802|186803	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	19.43451
41297	family	2|1224|28211|204457|41297	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae	33.32084
49546	family	2|976|117743|200644|49546	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae	2.00598
563835	family	2|976|1853228|1853229|563835	Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae	11.26414
145360	family	2|201174|1760|85006|145360	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Sanguibacteraceae	4.55035
33882	genus	2|201174|1760|85006|85023|33882	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Microbacterium	16.13719
28067	genus	2|1224|28216|80840||28067	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales||Rubrivivax	9.54696
