# Taxonomic profile for the file: timing/results/metaphlan2_results_RH_S002.txt
@Version:0.9.1
@SampleID:CAMI_HIGH_S002
@Ranks: superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	95.388970
2157	superkingdom	2157	Archaea	4.611030
1224	phylum	2|1224	Bacteria|Proteobacteria	73.596290
1239	phylum	2|1239	Bacteria|Firmicutes	11.017210
201174	phylum	2|201174	Bacteria|Actinobacteria	7.232790
28890	phylum	2157|28890	Archaea|Euryarchaeota	4.611030
976	phylum	2|976	Bacteria|Bacteroidetes	3.537730
200918	phylum	2|200918	Bacteria|Thermotogae	0.004950
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	38.222920
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	17.874350
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	12.232630
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	7.230820
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	5.232000
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	4.611030
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	3.770740
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	1.723780
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	1.346690
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	0.438430
29547	class	2|1224|29547	Bacteria|Proteobacteria|Epsilonproteobacteria	0.034390
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	0.028840
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	0.015640
213115	order	2|1224|28221|213115	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	23.803100
213118	order	2|1224|28221|213118	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	14.417290
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	11.945530
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	8.794480
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	7.230820
2037	order	2|201174|1760|2037	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	7.066110
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	4.888610
2235	order	2157|28890|183963|2235	Archaea|Euryarchaeota|Halobacteria|Halobacteriales	4.611030
204458	order	2|1224|28211|204458	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	2.962670
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	2.652830
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	1.386870
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	1.346690
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	1.117920
135614	order	2|1224|1236|135614	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	0.935040
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	0.748760
