# Taxonomic Profiling Output
# git tag version 2.5.1 |  motus version 2.5.1 | map_tax 2.5.1 | gene database: nr2.5.1 | calc_mgc 2.5.1 -y insert.scaled_counts -l 75 | calc_motu 2.5.1 -k mOTU -C precision -g 3 | taxonomy: ref_mOTU_2.5.1 meta_mOTU_2.5.1
# call: python /home/nlapier2/miniconda3/bin/../share/motus-2.5.1//motus profile -C precision -s challenge_high/RH_S004__insert_270.fq -o timing/results/motus2_default_RH_S004.txt -t 4

@SampleID:CAMI_HIGH_S004
@Version:0.9.3
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@TaxonomyID: Jan 08 2019
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	98.97951733990915
2157	superkingdom	2157	Archaea	1.0204826600908399
1224	phylum	2|1224	Bacteria|Proteobacteria	52.03980294637899
201174	phylum	2|201174	Bacteria|Actinobacteria	23.726819949781788
1239	phylum	2|1239	Bacteria|Firmicutes	14.328163512277353
976	phylum	2|976	Bacteria|Bacteroidetes	7.280628261217507
65842	phylum	2|65842	Bacteria|Fibrobacteres	0.07964720105654287
28890	phylum	2157|28890	Archaea|Euryarchaeota	1.0244234671809975
200918	phylum	2|200918	Bacteria|Thermotogae	0.6370081734477732
74201	phylum	2|74201	Bacteria|Verrucomicrobia	0.35159832749181213
544448	phylum	2|544448	Bacteria|Tenericutes	0.2024322624847637
32066	phylum	2|32066	Bacteria|Fusobacteria	0.04183286537686115
203691	phylum	2|203691	Bacteria|Spirochaetes	0.287643033305598
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	30.56411566638639
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	9.236788489766312
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	6.880831405802041
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	23.690763223605117
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	4.7182475939930635
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	8.616334776105738
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	0.6746711827730244
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	4.314962351307572
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	0.5037093707137482
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	5.172257945223806
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	0.5232911630236994
204430	class	2|65842|204430	Bacteria|Fibrobacteres|Fibrobacteria	0.07979932863582058
29547	class	2|1224|29547	Bacteria|Proteobacteria|Epsilonproteobacteria	0.09420460459652814
1853228	class	2|976|1853228	Bacteria|Bacteroidetes|Chitinophagia	0.41464719835218494
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	1.0263801343350245
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	1.3669624960243294
1737404	class	2|1239|1737404	Bacteria|Firmicutes|Tissierellia	0.5172388201708946
188708	class	2|200918|188708	Bacteria|Thermotogae|Thermotogae	0.6382248704581042
203494	class	2|74201|203494	Bacteria|Verrucomicrobia|Verrucomicrobiae	0.35226988658905456
84998	class	2|201174|84998	Bacteria|Actinobacteria|Coriobacteriia	0.08137537686416596
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	0.2028189117285664
203490	class	2|32066|203490	Bacteria|Fusobacteria|Fusobacteriia	0.04191276689831592
203692	class	2|203691|203692	Bacteria|Spirochaetes|Spirochaetia	0.28819243664648636
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	7.047751703748154
91347	order	2|1224|1236|91347	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales	1.0004824983549108
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	3.57474459710755
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	6.6801830939591795
206351	order	2|1224|28216|206351	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	0.21561827627623914
85011	order	2|201174|1760|85011	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales	1.3344872574161777
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	18.698708836559742
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	3.862173186838222
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	7.8082318785573275
85010	order	2|201174|1760|85010	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales	0.5198487212048016
171549	order	2|976|200643|171549	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	0.5639355653271079
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	15.562381024571048
85007	order	2|201174|1760|85007	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales	1.906091106124775
135623	order	2|1224|1236|135623	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales	0.2734791467804158
135614	order	2|1224|1236|135614	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	3.6224811019170673
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	4.324350000723886
909929	order	2|1239|909932|909929	Bacteria|Firmicutes|Negativicutes|Selenomonadales	0.2582730680992847
213118	order	2|1224|28221|213118	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	1.7575763251616063
213115	order	2|1224|28221|213115	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	2.7242417114321573
186826	order	2|1239|91061|186826	Bacteria|Firmicutes|Bacilli|Lactobacillales	0.8663394455643547
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	2.3595830246749454
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	0.5672300834792943
135624	order	2|1224|1236|135624	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales	0.0881939086750882
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	0.5972680425146695
204458	order	2|1224|28211|204458	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	1.9960441450838393
85012	order	2|201174|1760|85012	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales	0.08665034787430426
85009	order	2|201174|1760|85009	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales	4.086143564753347
622452	order	2|201174|1760|622452	Bacteria|Actinobacteria|Actinobacteria|Kineosporiales	0.10179517548048987
