tool	rank	metric	sample	value
Gold standard	class	Bray-Curtis distance	CAMI_MED_S001	0.0
Gold standard	family	Bray-Curtis distance	CAMI_MED_S001	0.0
Gold standard	genus	Bray-Curtis distance	CAMI_MED_S001	0.0
Gold standard	order	Bray-Curtis distance	CAMI_MED_S001	0.0
Gold standard	phylum	Bray-Curtis distance	CAMI_MED_S001	0.0
Gold standard	species	Bray-Curtis distance	CAMI_MED_S001	0.0
Gold standard	strain	Bray-Curtis distance	CAMI_MED_S001	0.0
Gold standard	superkingdom	Bray-Curtis distance	CAMI_MED_S001	0.0
Gold standard	superkingdom	Shannon diversity	CAMI_MED_S001	0.6610013072694895
Gold standard	superkingdom	Shannon equitability	CAMI_MED_S001	0.6016693187283085
Gold standard	phylum	Shannon diversity	CAMI_MED_S001	0.952650146931384
Gold standard	phylum	Shannon equitability	CAMI_MED_S001	0.5316841703880124
Gold standard	class	Shannon diversity	CAMI_MED_S001	1.5306160943793032
Gold standard	class	Shannon equitability	CAMI_MED_S001	0.5652096455805448
Gold standard	order	Shannon diversity	CAMI_MED_S001	2.1822314262325015
Gold standard	order	Shannon equitability	CAMI_MED_S001	0.6480664415639618
Gold standard	family	Shannon diversity	CAMI_MED_S001	2.9611298701220017
Gold standard	family	Shannon equitability	CAMI_MED_S001	0.7458217014256647
Gold standard	genus	Shannon diversity	CAMI_MED_S001	3.1178139851022117
Gold standard	genus	Shannon equitability	CAMI_MED_S001	0.7314210954227828
Gold standard	species	Shannon diversity	CAMI_MED_S001	1.937898568586068
Gold standard	species	Shannon equitability	CAMI_MED_S001	0.45313300469477047
Gold standard	strain	Shannon diversity	CAMI_MED_S001	4.058562112498778
Gold standard	strain	Shannon equitability	CAMI_MED_S001	0.7451363698222794
Gold standard	family	F1 score	CAMI_MED_S001	1.0
Gold standard	family	False negatives	CAMI_MED_S001	0.0
Gold standard	family	False positives	CAMI_MED_S001	0.0
Gold standard	family	Jaccard index	CAMI_MED_S001	1.0
Gold standard	family	Taxon counts	CAMI_MED_S001	53.0
Gold standard	family	Purity (precision)	CAMI_MED_S001	1.0
Gold standard	family	Completeness (recall)	CAMI_MED_S001	1.0
Gold standard	family	True positives	CAMI_MED_S001	53.0
Gold standard	class	F1 score	CAMI_MED_S001	1.0
Gold standard	class	False negatives	CAMI_MED_S001	0.0
Gold standard	class	False positives	CAMI_MED_S001	0.0
Gold standard	class	Jaccard index	CAMI_MED_S001	1.0
Gold standard	class	Taxon counts	CAMI_MED_S001	15.0
Gold standard	class	Purity (precision)	CAMI_MED_S001	1.0
Gold standard	class	Completeness (recall)	CAMI_MED_S001	1.0
Gold standard	class	True positives	CAMI_MED_S001	15.0
Gold standard	order	F1 score	CAMI_MED_S001	1.0
Gold standard	order	False negatives	CAMI_MED_S001	0.0
Gold standard	order	False positives	CAMI_MED_S001	0.0
Gold standard	order	Jaccard index	CAMI_MED_S001	1.0
Gold standard	order	Taxon counts	CAMI_MED_S001	29.0
Gold standard	order	Purity (precision)	CAMI_MED_S001	1.0
Gold standard	order	Completeness (recall)	CAMI_MED_S001	1.0
Gold standard	order	True positives	CAMI_MED_S001	29.0
Gold standard	phylum	F1 score	CAMI_MED_S001	1.0
Gold standard	phylum	False negatives	CAMI_MED_S001	0.0
Gold standard	phylum	False positives	CAMI_MED_S001	0.0
Gold standard	phylum	Jaccard index	CAMI_MED_S001	1.0
Gold standard	phylum	Taxon counts	CAMI_MED_S001	6.0
Gold standard	phylum	Purity (precision)	CAMI_MED_S001	1.0
Gold standard	phylum	Completeness (recall)	CAMI_MED_S001	1.0
Gold standard	phylum	True positives	CAMI_MED_S001	6.0
Gold standard	strain	F1 score	CAMI_MED_S001	1.0
Gold standard	strain	False negatives	CAMI_MED_S001	0.0
Gold standard	strain	False positives	CAMI_MED_S001	0.0
Gold standard	strain	Jaccard index	CAMI_MED_S001	1.0
Gold standard	strain	Taxon counts	CAMI_MED_S001	232.0
Gold standard	strain	Purity (precision)	CAMI_MED_S001	1.0
Gold standard	strain	Completeness (recall)	CAMI_MED_S001	1.0
Gold standard	strain	True positives	CAMI_MED_S001	232.0
Gold standard	species	F1 score	CAMI_MED_S001	1.0
Gold standard	species	False negatives	CAMI_MED_S001	0.0
Gold standard	species	False positives	CAMI_MED_S001	0.0
Gold standard	species	Jaccard index	CAMI_MED_S001	1.0
Gold standard	species	Taxon counts	CAMI_MED_S001	72.0
Gold standard	species	Purity (precision)	CAMI_MED_S001	1.0
Gold standard	species	Completeness (recall)	CAMI_MED_S001	1.0
Gold standard	species	True positives	CAMI_MED_S001	72.0
Gold standard	superkingdom	F1 score	CAMI_MED_S001	1.0
Gold standard	superkingdom	False negatives	CAMI_MED_S001	0.0
Gold standard	superkingdom	False positives	CAMI_MED_S001	0.0
Gold standard	superkingdom	Jaccard index	CAMI_MED_S001	1.0
Gold standard	superkingdom	Taxon counts	CAMI_MED_S001	3.0
Gold standard	superkingdom	Purity (precision)	CAMI_MED_S001	1.0
Gold standard	superkingdom	Completeness (recall)	CAMI_MED_S001	1.0
Gold standard	superkingdom	True positives	CAMI_MED_S001	3.0
Gold standard	genus	F1 score	CAMI_MED_S001	1.0
Gold standard	genus	False negatives	CAMI_MED_S001	0.0
Gold standard	genus	False positives	CAMI_MED_S001	0.0
Gold standard	genus	Jaccard index	CAMI_MED_S001	1.0
Gold standard	genus	Taxon counts	CAMI_MED_S001	71.0
Gold standard	genus	Purity (precision)	CAMI_MED_S001	1.0
Gold standard	genus	Completeness (recall)	CAMI_MED_S001	1.0
Gold standard	genus	True positives	CAMI_MED_S001	71.0
Gold standard	class	L1 norm error	CAMI_MED_S001	0.0
Gold standard	family	L1 norm error	CAMI_MED_S001	0.0
Gold standard	genus	L1 norm error	CAMI_MED_S001	0.0
Gold standard	order	L1 norm error	CAMI_MED_S001	0.0
Gold standard	phylum	L1 norm error	CAMI_MED_S001	0.0
Gold standard	species	L1 norm error	CAMI_MED_S001	0.0
Gold standard	strain	L1 norm error	CAMI_MED_S001	0.0
Gold standard	superkingdom	L1 norm error	CAMI_MED_S001	0.0
Gold standard	na	Weighted UniFrac error	CAMI_MED_S001	0.0
Gold standard	na	Unweighted UniFrac error	CAMI_MED_S001	0.0
Metalign	class	Bray-Curtis distance	CAMI_MED_S001	0.10443179495241248
Metalign	family	Bray-Curtis distance	CAMI_MED_S001	0.2421477626025378
Metalign	genus	Bray-Curtis distance	CAMI_MED_S001	0.4509201532533293
Metalign	order	Bray-Curtis distance	CAMI_MED_S001	0.3183254282228105
Metalign	phylum	Bray-Curtis distance	CAMI_MED_S001	0.060015606152159034
Metalign	species	Bray-Curtis distance	CAMI_MED_S001	0.8339173651982229
Metalign	strain	Bray-Curtis distance	CAMI_MED_S001	0.9816740366519267
Metalign	superkingdom	Bray-Curtis distance	CAMI_MED_S001	0.35643936220556555
Metalign	superkingdom	Shannon diversity	CAMI_MED_S001	0.013076607728895687
Metalign	superkingdom	Shannon equitability	CAMI_MED_S001	0.011902841306052535
Metalign	phylum	Shannon diversity	CAMI_MED_S001	0.9239797145648578
Metalign	phylum	Shannon equitability	CAMI_MED_S001	0.5156828974164355
Metalign	class	Shannon diversity	CAMI_MED_S001	1.5310901260452323
Metalign	class	Shannon equitability	CAMI_MED_S001	0.5653846909566372
Metalign	order	Shannon diversity	CAMI_MED_S001	2.171377444678999
Metalign	order	Shannon equitability	CAMI_MED_S001	0.6448430890278272
Metalign	family	Shannon diversity	CAMI_MED_S001	2.8471032603103654
Metalign	family	Shannon equitability	CAMI_MED_S001	0.7479263706623356
Metalign	genus	Shannon diversity	CAMI_MED_S001	3.125668567365866
Metalign	genus	Shannon equitability	CAMI_MED_S001	0.7357119142866517
Metalign	species	Shannon diversity	CAMI_MED_S001	3.507181960545798
Metalign	species	Shannon equitability	CAMI_MED_S001	0.6124105468009734
Metalign	strain	Shannon diversity	CAMI_MED_S001	3.5071819605457977
Metalign	strain	Shannon equitability	CAMI_MED_S001	0.6124105468009733
Metalign	family	F1 score	CAMI_MED_S001	0.8163265306122449
Metalign	family	False negatives	CAMI_MED_S001	13.0
Metalign	family	False positives	CAMI_MED_S001	5.0
Metalign	family	Jaccard index	CAMI_MED_S001	0.6896551724137931
Metalign	family	Taxon counts	CAMI_MED_S001	45.0
Metalign	family	Purity (precision)	CAMI_MED_S001	0.8888888888888888
Metalign	family	Completeness (recall)	CAMI_MED_S001	0.7547169811320755
Metalign	family	True positives	CAMI_MED_S001	40.0
Metalign	class	F1 score	CAMI_MED_S001	0.9333333333333333
Metalign	class	False negatives	CAMI_MED_S001	1.0
Metalign	class	False positives	CAMI_MED_S001	1.0
Metalign	class	Jaccard index	CAMI_MED_S001	0.875
Metalign	class	Taxon counts	CAMI_MED_S001	15.0
Metalign	class	Purity (precision)	CAMI_MED_S001	0.9333333333333333
Metalign	class	Completeness (recall)	CAMI_MED_S001	0.9333333333333333
Metalign	class	True positives	CAMI_MED_S001	14.0
