tool	rank	metric	sample	value
Gold standard	class	Bray-Curtis distance	CAMI_HIGH_S002	0.0
Gold standard	family	Bray-Curtis distance	CAMI_HIGH_S002	0.0
Gold standard	genus	Bray-Curtis distance	CAMI_HIGH_S002	0.0
Gold standard	order	Bray-Curtis distance	CAMI_HIGH_S002	0.0
Gold standard	phylum	Bray-Curtis distance	CAMI_HIGH_S002	0.0
Gold standard	species	Bray-Curtis distance	CAMI_HIGH_S002	0.0
Gold standard	strain	Bray-Curtis distance	CAMI_HIGH_S002	0.0
Gold standard	superkingdom	Bray-Curtis distance	CAMI_HIGH_S002	0.0
Gold standard	superkingdom	Shannon diversity	CAMI_HIGH_S002	0.0464473853967843
Gold standard	superkingdom	Shannon equitability	CAMI_HIGH_S002	0.06700941257419916
Gold standard	phylum	Shannon diversity	CAMI_HIGH_S002	1.3235692143423377
Gold standard	phylum	Shannon equitability	CAMI_HIGH_S002	0.5326434352997759
Gold standard	class	Shannon diversity	CAMI_HIGH_S002	2.195769472968243
Gold standard	class	Shannon equitability	CAMI_HIGH_S002	0.7212196716836008
Gold standard	order	Shannon diversity	CAMI_HIGH_S002	2.771312133832741
Gold standard	order	Shannon equitability	CAMI_HIGH_S002	0.7512612348289397
Gold standard	family	Shannon diversity	CAMI_HIGH_S002	3.7556100120556333
Gold standard	family	Shannon equitability	CAMI_HIGH_S002	0.8388044428355823
Gold standard	genus	Shannon diversity	CAMI_HIGH_S002	4.542618857828054
Gold standard	genus	Shannon equitability	CAMI_HIGH_S002	0.8623274812387454
Gold standard	species	Shannon diversity	CAMI_HIGH_S002	1.946968467017804
Gold standard	species	Shannon equitability	CAMI_HIGH_S002	0.35444141433702503
Gold standard	strain	Shannon diversity	CAMI_HIGH_S002	6.534647918661543
Gold standard	strain	Shannon equitability	CAMI_HIGH_S002	0.9363106313325904
Gold standard	species	F1 score	CAMI_HIGH_S002	1.0
Gold standard	species	False negatives	CAMI_HIGH_S002	0.0
Gold standard	species	False positives	CAMI_HIGH_S002	0.0
Gold standard	species	Jaccard index	CAMI_HIGH_S002	1.0
Gold standard	species	Taxon counts	CAMI_HIGH_S002	243.0
Gold standard	species	Purity (precision)	CAMI_HIGH_S002	1.0
Gold standard	species	Completeness (recall)	CAMI_HIGH_S002	1.0
Gold standard	species	True positives	CAMI_HIGH_S002	243.0
Gold standard	family	F1 score	CAMI_HIGH_S002	1.0
Gold standard	family	False negatives	CAMI_HIGH_S002	0.0
Gold standard	family	False positives	CAMI_HIGH_S002	0.0
Gold standard	family	Jaccard index	CAMI_HIGH_S002	1.0
Gold standard	family	Taxon counts	CAMI_HIGH_S002	88.0
Gold standard	family	Purity (precision)	CAMI_HIGH_S002	1.0
Gold standard	family	Completeness (recall)	CAMI_HIGH_S002	1.0
Gold standard	family	True positives	CAMI_HIGH_S002	88.0
Gold standard	strain	F1 score	CAMI_HIGH_S002	1.0
Gold standard	strain	False negatives	CAMI_HIGH_S002	0.0
Gold standard	strain	False positives	CAMI_HIGH_S002	0.0
Gold standard	strain	Jaccard index	CAMI_HIGH_S002	1.0
Gold standard	strain	Taxon counts	CAMI_HIGH_S002	1074.0
Gold standard	strain	Purity (precision)	CAMI_HIGH_S002	1.0
Gold standard	strain	Completeness (recall)	CAMI_HIGH_S002	1.0
Gold standard	strain	True positives	CAMI_HIGH_S002	1074.0
Gold standard	class	F1 score	CAMI_HIGH_S002	1.0
Gold standard	class	False negatives	CAMI_HIGH_S002	0.0
Gold standard	class	False positives	CAMI_HIGH_S002	0.0
Gold standard	class	Jaccard index	CAMI_HIGH_S002	1.0
Gold standard	class	Taxon counts	CAMI_HIGH_S002	21.0
Gold standard	class	Purity (precision)	CAMI_HIGH_S002	1.0
Gold standard	class	Completeness (recall)	CAMI_HIGH_S002	1.0
Gold standard	class	True positives	CAMI_HIGH_S002	21.0
Gold standard	genus	F1 score	CAMI_HIGH_S002	1.0
Gold standard	genus	False negatives	CAMI_HIGH_S002	0.0
Gold standard	genus	False positives	CAMI_HIGH_S002	0.0
Gold standard	genus	Jaccard index	CAMI_HIGH_S002	1.0
Gold standard	genus	Taxon counts	CAMI_HIGH_S002	194.0
