tool	rank	metric	sample	value
Gold standard	class	Bray-Curtis distance	peabody	0.0
Gold standard	family	Bray-Curtis distance	peabody	0.0
Gold standard	genus	Bray-Curtis distance	peabody	0.0
Gold standard	order	Bray-Curtis distance	peabody	0.0
Gold standard	phylum	Bray-Curtis distance	peabody	0.0
Gold standard	species	Bray-Curtis distance	peabody	0.0
Gold standard	strain	Bray-Curtis distance	peabody	0.0
Gold standard	superkingdom	Bray-Curtis distance	peabody	0.0
Gold standard	superkingdom	Shannon diversity	peabody	0.0
Gold standard	superkingdom	Shannon equitability	peabody	0.0
Gold standard	phylum	Shannon diversity	peabody	0.9596148356708105
Gold standard	phylum	Shannon equitability	peabody	0.8734790658806382
Gold standard	class	Shannon diversity	peabody	1.4241298405939191
Gold standard	class	Shannon equitability	peabody	0.8848616213098132
Gold standard	order	Shannon diversity	peabody	1.9072839069017116
Gold standard	order	Shannon equitability	peabody	0.9172096780181423
Gold standard	family	Shannon diversity	peabody	1.9072839069017113
Gold standard	family	Shannon equitability	peabody	0.9172096780181422
Gold standard	genus	Shannon diversity	peabody	1.9072839069017116
Gold standard	genus	Shannon equitability	peabody	0.9172096780181423
Gold standard	species	Shannon diversity	peabody	2.3693820619323684
Gold standard	species	Shannon equitability	peabody	0.9881090674853673
Gold standard	strain	Shannon diversity	peabody	2.3978952727983707
Gold standard	strain	Shannon equitability	peabody	1.0
Gold standard	family	F1 score	peabody	1.0
Gold standard	family	False negatives	peabody	0.0
Gold standard	family	False positives	peabody	0.0
Gold standard	family	Jaccard index	peabody	1.0
Gold standard	family	Taxon counts	peabody	8.0
Gold standard	family	Purity (precision)	peabody	1.0
Gold standard	family	Completeness (recall)	peabody	1.0
Gold standard	family	True positives	peabody	8.0
Gold standard	strain	F1 score	peabody	1.0
Gold standard	strain	False negatives	peabody	0.0
Gold standard	strain	False positives	peabody	0.0
Gold standard	strain	Jaccard index	peabody	1.0
Gold standard	strain	Taxon counts	peabody	11.0
Gold standard	strain	Purity (precision)	peabody	1.0
Gold standard	strain	Completeness (recall)	peabody	1.0
Gold standard	strain	True positives	peabody	11.0
Gold standard	class	F1 score	peabody	1.0
Gold standard	class	False negatives	peabody	0.0
Gold standard	class	False positives	peabody	0.0
Gold standard	class	Jaccard index	peabody	1.0
Gold standard	class	Taxon counts	peabody	5.0
Gold standard	class	Purity (precision)	peabody	1.0
Gold standard	class	Completeness (recall)	peabody	1.0
Gold standard	class	True positives	peabody	5.0
Gold standard	superkingdom	F1 score	peabody	1.0
Gold standard	superkingdom	False negatives	peabody	0.0
Gold standard	superkingdom	False positives	peabody	0.0
Gold standard	superkingdom	Jaccard index	peabody	1.0
Gold standard	superkingdom	Taxon counts	peabody	1.0
Gold standard	superkingdom	Purity (precision)	peabody	1.0
Gold standard	superkingdom	Completeness (recall)	peabody	1.0
Gold standard	superkingdom	True positives	peabody	1.0
Gold standard	order	F1 score	peabody	1.0
Gold standard	order	False negatives	peabody	0.0
Gold standard	order	False positives	peabody	0.0
Gold standard	order	Jaccard index	peabody	1.0
Gold standard	order	Taxon counts	peabody	8.0
Gold standard	order	Purity (precision)	peabody	1.0
Gold standard	order	Completeness (recall)	peabody	1.0
Gold standard	order	True positives	peabody	8.0
Gold standard	genus	F1 score	peabody	1.0
Gold standard	genus	False negatives	peabody	0.0
Gold standard	genus	False positives	peabody	0.0
Gold standard	genus	Jaccard index	peabody	1.0
Gold standard	genus	Taxon counts	peabody	8.0
Gold standard	genus	Purity (precision)	peabody	1.0
Gold standard	genus	Completeness (recall)	peabody	1.0
Gold standard	genus	True positives	peabody	8.0
Gold standard	species	F1 score	peabody	1.0
Gold standard	species	False negatives	peabody	0.0
Gold standard	species	False positives	peabody	0.0
Gold standard	species	Jaccard index	peabody	1.0
Gold standard	species	Taxon counts	peabody	11.0
Gold standard	species	Purity (precision)	peabody	1.0
Gold standard	species	Completeness (recall)	peabody	1.0
Gold standard	species	True positives	peabody	11.0
Gold standard	phylum	F1 score	peabody	1.0
Gold standard	phylum	False negatives	peabody	0.0
Gold standard	phylum	False positives	peabody	0.0
Gold standard	phylum	Jaccard index	peabody	1.0
Gold standard	phylum	Taxon counts	peabody	3.0
Gold standard	phylum	Purity (precision)	peabody	1.0
Gold standard	phylum	Completeness (recall)	peabody	1.0
Gold standard	phylum	True positives	peabody	3.0
Gold standard	class	L1 norm error	peabody	0.0
Gold standard	family	L1 norm error	peabody	0.0
Gold standard	genus	L1 norm error	peabody	0.0
Gold standard	order	L1 norm error	peabody	0.0
Gold standard	phylum	L1 norm error	peabody	0.0
Gold standard	species	L1 norm error	peabody	0.0
Gold standard	strain	L1 norm error	peabody	0.0
Gold standard	superkingdom	L1 norm error	peabody	0.0
Gold standard	na	Weighted UniFrac error	peabody	0.0
Gold standard	na	Unweighted UniFrac error	peabody	0.0
Metalign	class	Bray-Curtis distance	peabody	0.1879551072961179
Metalign	family	Bray-Curtis distance	peabody	0.49999989999998007
Metalign	genus	Bray-Curtis distance	peabody	0.49999989999998
Metalign	order	Bray-Curtis distance	peabody	0.49999989999998
Metalign	phylum	Bray-Curtis distance	peabody	0.0454540365138489
Metalign	species	Bray-Curtis distance	peabody	1.0
Metalign	strain	Bray-Curtis distance	peabody	1.0
Metalign	superkingdom	Bray-Curtis distance	peabody	0.0
Metalign	superkingdom	Shannon diversity	peabody	0.0
Metalign	superkingdom	Shannon equitability	peabody	0.0
Metalign	phylum	Shannon diversity	peabody	0.8948158009174201
Metalign	phylum	Shannon equitability	peabody	0.8144964426005464
Metalign	class	Shannon diversity	peabody	0.9660783666721777
Metalign	class	Shannon equitability	peabody	0.8793624253406013
Metalign	order	Shannon diversity	peabody	0.5443527310318081
Metalign	order	Shannon equitability	peabody	0.7853349855539534
Metalign	family	Shannon diversity	peabody	0.5443527310318081
Metalign	family	Shannon equitability	peabody	0.7853349855539534
Metalign	genus	Shannon diversity	peabody	0.5443527310318081
Metalign	genus	Shannon equitability	peabody	0.7853349855539534
Metalign	species	Shannon diversity	peabody	0.0
Metalign	species	Shannon equitability	peabody	0.0
Metalign	strain	Shannon diversity	peabody	0.0
Metalign	strain	Shannon equitability	peabody	0.0
Metalign	family	F1 score	peabody	0.4
Metalign	family	False negatives	peabody	6.0
Metalign	family	False positives	peabody	0.0
Metalign	family	Jaccard index	peabody	0.25
Metalign	family	Taxon counts	peabody	2.0
Metalign	family	Purity (precision)	peabody	1.0
Metalign	family	Completeness (recall)	peabody	0.25
Metalign	family	True positives	peabody	2.0
Metalign	strain	False negatives	peabody	11.0
Metalign	strain	False positives	peabody	1.0
Metalign	strain	Jaccard index	peabody	0.0
Metalign	strain	Taxon counts	peabody	1.0
Metalign	strain	Purity (precision)	peabody	0.0
Metalign	strain	Completeness (recall)	peabody	0.0
Metalign	strain	True positives	peabody	0.0
Metalign	class	F1 score	peabody	0.7499999999999999
Metalign	class	False negatives	peabody	2.0
Metalign	class	False positives	peabody	0.0
Metalign	class	Jaccard index	peabody	0.6
Metalign	class	Taxon counts	peabody	3.0
Metalign	class	Purity (precision)	peabody	1.0
Metalign	class	Completeness (recall)	peabody	0.6
Metalign	class	True positives	peabody	3.0
Metalign	superkingdom	F1 score	peabody	1.0
Metalign	superkingdom	False negatives	peabody	0.0
Metalign	superkingdom	False positives	peabody	0.0
Metalign	superkingdom	Jaccard index	peabody	1.0
Metalign	superkingdom	Taxon counts	peabody	1.0
Metalign	superkingdom	Purity (precision)	peabody	1.0
Metalign	superkingdom	Completeness (recall)	peabody	1.0
Metalign	superkingdom	True positives	peabody	1.0
Metalign	order	F1 score	peabody	0.4
Metalign	order	False negatives	peabody	6.0
Metalign	order	False positives	peabody	0.0
Metalign	order	Jaccard index	peabody	0.25
Metalign	order	Taxon counts	peabody	2.0
Metalign	order	Purity (precision)	peabody	1.0
Metalign	order	Completeness (recall)	peabody	0.25
Metalign	order	True positives	peabody	2.0
Metalign	genus	F1 score	peabody	0.4
Metalign	genus	False negatives	peabody	6.0
Metalign	genus	False positives	peabody	0.0
Metalign	genus	Jaccard index	peabody	0.25
Metalign	genus	Taxon counts	peabody	2.0
Metalign	genus	Purity (precision)	peabody	1.0
Metalign	genus	Completeness (recall)	peabody	0.25
Metalign	genus	True positives	peabody	2.0
Metalign	species	False negatives	peabody	11.0
Metalign	species	False positives	peabody	1.0
Metalign	species	Jaccard index	peabody	0.0
Metalign	species	Taxon counts	peabody	1.0
Metalign	species	Purity (precision)	peabody	0.0
Metalign	species	Completeness (recall)	peabody	0.0
Metalign	species	True positives	peabody	0.0
Metalign	phylum	F1 score	peabody	1.0
Metalign	phylum	False negatives	peabody	0.0
Metalign	phylum	False positives	peabody	0.0
Metalign	phylum	Jaccard index	peabody	1.0
Metalign	phylum	Taxon counts	peabody	3.0
Metalign	phylum	Purity (precision)	peabody	1.0
Metalign	phylum	Completeness (recall)	peabody	1.0
Metalign	phylum	True positives	peabody	3.0
Metalign	class	L1 norm error	peabody	0.37591021459223567
Metalign	family	L1 norm error	peabody	0.9999997999999597
Metalign	genus	L1 norm error	peabody	0.9999997999999599
Metalign	order	L1 norm error	peabody	0.9999997999999597
Metalign	phylum	L1 norm error	peabody	0.0909080730276978
Metalign	species	L1 norm error	peabody	2.0000000000000004
Metalign	strain	L1 norm error	peabody	2.0
Metalign	superkingdom	L1 norm error	peabody	0.0
Metalign	na	Weighted UniFrac error	peabody	7.46681768761981
Metalign	na	Unweighted UniFrac error	peabody	98.85127282784782
Bracken+Kraken2	class	Bray-Curtis distance	peabody	0.1930578508982036
Bracken+Kraken2	family	Bray-Curtis distance	peabody	0.49999989999998007
Bracken+Kraken2	genus	Bray-Curtis distance	peabody	0.49999989999998007
Bracken+Kraken2	order	Bray-Curtis distance	peabody	0.49999989999998
Bracken+Kraken2	phylum	Bray-Curtis distance	peabody	0.06423059576299205
Bracken+Kraken2	species	Bray-Curtis distance	peabody	1.0
Bracken+Kraken2	superkingdom	Bray-Curtis distance	peabody	0.0
Bracken+Kraken2	superkingdom	Shannon diversity	peabody	0.0
Bracken+Kraken2	superkingdom	Shannon equitability	peabody	0.0
Bracken+Kraken2	phylum	Shannon diversity	peabody	0.8731980790150184
Bracken+Kraken2	phylum	Shannon equitability	peabody	0.7948191441346704
Bracken+Kraken2	class	Shannon diversity	peabody	0.9487053076890095
Bracken+Kraken2	class	Shannon equitability	peabody	0.8635487855676197
Bracken+Kraken2	order	Shannon diversity	peabody	0.5534125632317248
Bracken+Kraken2	order	Shannon equitability	peabody	0.7984055605400593
Bracken+Kraken2	family	Shannon diversity	peabody	0.5533052392172402
Bracken+Kraken2	family	Shannon equitability	peabody	0.798250724716594
Bracken+Kraken2	genus	Shannon diversity	peabody	0.553328083366514
Bracken+Kraken2	genus	Shannon equitability	peabody	0.7982836818574647
Bracken+Kraken2	species	Shannon diversity	peabody	0.6365466917165524
Bracken+Kraken2	species	Shannon equitability	peabody	0.918342755433746
Bracken+Kraken2	family	F1 score	peabody	0.4
Bracken+Kraken2	family	False negatives	peabody	6.0
Bracken+Kraken2	family	False positives	peabody	0.0
Bracken+Kraken2	family	Jaccard index	peabody	0.25
Bracken+Kraken2	family	Taxon counts	peabody	2.0
Bracken+Kraken2	family	Purity (precision)	peabody	1.0
Bracken+Kraken2	family	Completeness (recall)	peabody	0.25
Bracken+Kraken2	family	True positives	peabody	2.0
Bracken+Kraken2	strain	False negatives	peabody	11.0
Bracken+Kraken2	strain	False positives	peabody	0.0
Bracken+Kraken2	strain	Jaccard index	peabody	0.0
Bracken+Kraken2	strain	Taxon counts	peabody	0.0
Bracken+Kraken2	strain	Purity (precision)	peabody	0.0
Bracken+Kraken2	strain	Completeness (recall)	peabody	0.0
Bracken+Kraken2	strain	True positives	peabody	0.0
Bracken+Kraken2	class	F1 score	peabody	0.7499999999999999
Bracken+Kraken2	class	False negatives	peabody	2.0
Bracken+Kraken2	class	False positives	peabody	0.0
Bracken+Kraken2	class	Jaccard index	peabody	0.6
Bracken+Kraken2	class	Taxon counts	peabody	3.0
Bracken+Kraken2	class	Purity (precision)	peabody	1.0
Bracken+Kraken2	class	Completeness (recall)	peabody	0.6
Bracken+Kraken2	class	True positives	peabody	3.0
Bracken+Kraken2	superkingdom	F1 score	peabody	1.0
Bracken+Kraken2	superkingdom	False negatives	peabody	0.0
Bracken+Kraken2	superkingdom	False positives	peabody	0.0
Bracken+Kraken2	superkingdom	Jaccard index	peabody	1.0
Bracken+Kraken2	superkingdom	Taxon counts	peabody	1.0
Bracken+Kraken2	superkingdom	Purity (precision)	peabody	1.0
Bracken+Kraken2	superkingdom	Completeness (recall)	peabody	1.0
Bracken+Kraken2	superkingdom	True positives	peabody	1.0
Bracken+Kraken2	order	F1 score	peabody	0.4
Bracken+Kraken2	order	False negatives	peabody	6.0
Bracken+Kraken2	order	False positives	peabody	0.0
Bracken+Kraken2	order	Jaccard index	peabody	0.25
Bracken+Kraken2	order	Taxon counts	peabody	2.0
Bracken+Kraken2	order	Purity (precision)	peabody	1.0
Bracken+Kraken2	order	Completeness (recall)	peabody	0.25
Bracken+Kraken2	order	True positives	peabody	2.0
Bracken+Kraken2	genus	F1 score	peabody	0.4
Bracken+Kraken2	genus	False negatives	peabody	6.0
Bracken+Kraken2	genus	False positives	peabody	0.0
Bracken+Kraken2	genus	Jaccard index	peabody	0.25
Bracken+Kraken2	genus	Taxon counts	peabody	2.0
Bracken+Kraken2	genus	Purity (precision)	peabody	1.0
Bracken+Kraken2	genus	Completeness (recall)	peabody	0.25
Bracken+Kraken2	genus	True positives	peabody	2.0
Bracken+Kraken2	species	False negatives	peabody	11.0
Bracken+Kraken2	species	False positives	peabody	2.0
Bracken+Kraken2	species	Jaccard index	peabody	0.0
Bracken+Kraken2	species	Taxon counts	peabody	2.0
Bracken+Kraken2	species	Purity (precision)	peabody	0.0
Bracken+Kraken2	species	Completeness (recall)	peabody	0.0
Bracken+Kraken2	species	True positives	peabody	0.0
Bracken+Kraken2	phylum	F1 score	peabody	1.0
Bracken+Kraken2	phylum	False negatives	peabody	0.0
Bracken+Kraken2	phylum	False positives	peabody	0.0
Bracken+Kraken2	phylum	Jaccard index	peabody	1.0
Bracken+Kraken2	phylum	Taxon counts	peabody	3.0
Bracken+Kraken2	phylum	Purity (precision)	peabody	1.0
Bracken+Kraken2	phylum	Completeness (recall)	peabody	1.0
Bracken+Kraken2	phylum	True positives	peabody	3.0
Bracken+Kraken2	class	L1 norm error	peabody	0.3861157017964071
Bracken+Kraken2	family	L1 norm error	peabody	0.9999997999999597
Bracken+Kraken2	genus	L1 norm error	peabody	0.9999997999999601
Bracken+Kraken2	order	L1 norm error	peabody	0.9999997999999597
Bracken+Kraken2	phylum	L1 norm error	peabody	0.1284611915259841
Bracken+Kraken2	species	L1 norm error	peabody	2.0
Bracken+Kraken2	superkingdom	L1 norm error	peabody	0.0
Bracken+Kraken2	na	Weighted UniFrac error	peabody	6.5145762933222695
Bracken+Kraken2	na	Unweighted UniFrac error	peabody	82.84930816978039
CLARK	class	Bray-Curtis distance	peabody	0.3333333
CLARK	family	Bray-Curtis distance	peabody	0.6666666333333268
CLARK	genus	Bray-Curtis distance	peabody	0.6666666333333268
CLARK	order	Bray-Curtis distance	peabody	0.6666666333333268
CLARK	phylum	Bray-Curtis distance	peabody	0.1666667
CLARK	species	Bray-Curtis distance	peabody	1.0
CLARK	superkingdom	Bray-Curtis distance	peabody	0.0
CLARK	superkingdom	Shannon diversity	peabody	0.0
CLARK	superkingdom	Shannon equitability	peabody	0.0
CLARK	phylum	Shannon diversity	peabody	0.6492973989688477
CLARK	phylum	Shannon equitability	peabody	0.9367381375544594
CLARK	class	Shannon diversity	peabody	0.6901236000106792
CLARK	class	Shannon equitability	peabody	0.9956378953358455
CLARK	order	Shannon diversity	peabody	0.0
CLARK	order	Shannon equitability	peabody	0.0
CLARK	family	Shannon diversity	peabody	0.0
CLARK	family	Shannon equitability	peabody	0.0
CLARK	genus	Shannon diversity	peabody	0.0
CLARK	genus	Shannon equitability	peabody	0.0
CLARK	species	Shannon diversity	peabody	0.0
CLARK	species	Shannon equitability	peabody	0.0
CLARK	family	F1 score	peabody	0.2222222222222222
CLARK	family	False negatives	peabody	7.0
CLARK	family	False positives	peabody	0.0
CLARK	family	Jaccard index	peabody	0.125
CLARK	family	Taxon counts	peabody	1.0
CLARK	family	Purity (precision)	peabody	1.0
CLARK	family	Completeness (recall)	peabody	0.125
CLARK	family	True positives	peabody	1.0
CLARK	strain	False negatives	peabody	11.0
CLARK	strain	False positives	peabody	0.0
CLARK	strain	Jaccard index	peabody	0.0
CLARK	strain	Taxon counts	peabody	0.0
CLARK	strain	Purity (precision)	peabody	0.0
CLARK	strain	Completeness (recall)	peabody	0.0
CLARK	strain	True positives	peabody	0.0
CLARK	class	F1 score	peabody	0.5714285714285715
CLARK	class	False negatives	peabody	3.0
