tool	rank	metric	sample	value
Gold standard	class	Bray-Curtis distance	CAMI_HIGH_S005	0.0
Gold standard	family	Bray-Curtis distance	CAMI_HIGH_S005	0.0
Gold standard	genus	Bray-Curtis distance	CAMI_HIGH_S005	0.0
Gold standard	order	Bray-Curtis distance	CAMI_HIGH_S005	0.0
Gold standard	phylum	Bray-Curtis distance	CAMI_HIGH_S005	0.0
Gold standard	species	Bray-Curtis distance	CAMI_HIGH_S005	0.0
Gold standard	strain	Bray-Curtis distance	CAMI_HIGH_S005	0.0
Gold standard	superkingdom	Bray-Curtis distance	CAMI_HIGH_S005	0.0
Gold standard	superkingdom	Shannon diversity	CAMI_HIGH_S005	0.07784259589108075
Gold standard	superkingdom	Shannon equitability	CAMI_HIGH_S005	0.11230312706198581
Gold standard	phylum	Shannon diversity	CAMI_HIGH_S005	1.3434002488582928
Gold standard	phylum	Shannon equitability	CAMI_HIGH_S005	0.5406240306745145
Gold standard	class	Shannon diversity	CAMI_HIGH_S005	2.1408541356067374
Gold standard	class	Shannon equitability	CAMI_HIGH_S005	0.7031822492356423
Gold standard	order	Shannon diversity	CAMI_HIGH_S005	2.782792990262889
Gold standard	order	Shannon equitability	CAMI_HIGH_S005	0.75437352314656
Gold standard	family	Shannon diversity	CAMI_HIGH_S005	3.7269907950915817
Gold standard	family	Shannon equitability	CAMI_HIGH_S005	0.8324124249575646
Gold standard	genus	Shannon diversity	CAMI_HIGH_S005	4.546483365056388
Gold standard	genus	Shannon equitability	CAMI_HIGH_S005	0.863061082469387
Gold standard	species	Shannon diversity	CAMI_HIGH_S005	1.929628126867541
Gold standard	species	Shannon equitability	CAMI_HIGH_S005	0.3512846427754607
Gold standard	strain	Shannon diversity	CAMI_HIGH_S005	6.639935493740751
Gold standard	strain	Shannon equitability	CAMI_HIGH_S005	0.9513966584791123
Gold standard	class	F1 score	CAMI_HIGH_S005	1.0
Gold standard	class	False negatives	CAMI_HIGH_S005	0.0
Gold standard	class	False positives	CAMI_HIGH_S005	0.0
Gold standard	class	Jaccard index	CAMI_HIGH_S005	1.0
Gold standard	class	Taxon counts	CAMI_HIGH_S005	21.0
Gold standard	class	Purity (precision)	CAMI_HIGH_S005	1.0
Gold standard	class	Completeness (recall)	CAMI_HIGH_S005	1.0
Gold standard	class	True positives	CAMI_HIGH_S005	21.0
Gold standard	genus	F1 score	CAMI_HIGH_S005	1.0
Gold standard	genus	False negatives	CAMI_HIGH_S005	0.0
Gold standard	genus	False positives	CAMI_HIGH_S005	0.0
Gold standard	genus	Jaccard index	CAMI_HIGH_S005	1.0
Gold standard	genus	Taxon counts	CAMI_HIGH_S005	194.0
Gold standard	genus	Purity (precision)	CAMI_HIGH_S005	1.0
Gold standard	genus	Completeness (recall)	CAMI_HIGH_S005	1.0
Gold standard	genus	True positives	CAMI_HIGH_S005	194.0
Gold standard	superkingdom	F1 score	CAMI_HIGH_S005	1.0
Gold standard	superkingdom	False negatives	CAMI_HIGH_S005	0.0
Gold standard	superkingdom	False positives	CAMI_HIGH_S005	0.0
Gold standard	superkingdom	Jaccard index	CAMI_HIGH_S005	1.0
Gold standard	superkingdom	Taxon counts	CAMI_HIGH_S005	2.0
Gold standard	superkingdom	Purity (precision)	CAMI_HIGH_S005	1.0
Gold standard	superkingdom	Completeness (recall)	CAMI_HIGH_S005	1.0
Gold standard	superkingdom	True positives	CAMI_HIGH_S005	2.0
Gold standard	order	F1 score	CAMI_HIGH_S005	1.0
Gold standard	order	False negatives	CAMI_HIGH_S005	0.0
Gold standard	order	False positives	CAMI_HIGH_S005	0.0
Gold standard	order	Jaccard index	CAMI_HIGH_S005	1.0
Gold standard	order	Taxon counts	CAMI_HIGH_S005	40.0
Gold standard	order	Purity (precision)	CAMI_HIGH_S005	1.0
Gold standard	order	Completeness (recall)	CAMI_HIGH_S005	1.0
Gold standard	order	True positives	CAMI_HIGH_S005	40.0
Gold standard	phylum	F1 score	CAMI_HIGH_S005	1.0
Gold standard	phylum	False negatives	CAMI_HIGH_S005	0.0
Gold standard	phylum	False positives	CAMI_HIGH_S005	0.0
Gold standard	phylum	Jaccard index	CAMI_HIGH_S005	1.0
Gold standard	phylum	Taxon counts	CAMI_HIGH_S005	12.0
Gold standard	phylum	Purity (precision)	CAMI_HIGH_S005	1.0
Gold standard	phylum	Completeness (recall)	CAMI_HIGH_S005	1.0
Gold standard	phylum	True positives	CAMI_HIGH_S005	12.0
Gold standard	strain	F1 score	CAMI_HIGH_S005	1.0
Gold standard	strain	False negatives	CAMI_HIGH_S005	0.0
Gold standard	strain	False positives	CAMI_HIGH_S005	0.0
Gold standard	strain	Jaccard index	CAMI_HIGH_S005	1.0
Gold standard	strain	Taxon counts	CAMI_HIGH_S005	1074.0
Gold standard	strain	Purity (precision)	CAMI_HIGH_S005	1.0
Gold standard	strain	Completeness (recall)	CAMI_HIGH_S005	1.0
Gold standard	strain	True positives	CAMI_HIGH_S005	1074.0
Gold standard	species	F1 score	CAMI_HIGH_S005	1.0
Gold standard	species	False negatives	CAMI_HIGH_S005	0.0
Gold standard	species	False positives	CAMI_HIGH_S005	0.0
Gold standard	species	Jaccard index	CAMI_HIGH_S005	1.0
Gold standard	species	Taxon counts	CAMI_HIGH_S005	243.0
Gold standard	species	Purity (precision)	CAMI_HIGH_S005	1.0
Gold standard	species	Completeness (recall)	CAMI_HIGH_S005	1.0
Gold standard	species	True positives	CAMI_HIGH_S005	243.0
Gold standard	family	F1 score	CAMI_HIGH_S005	1.0
Gold standard	family	False negatives	CAMI_HIGH_S005	0.0
Gold standard	family	False positives	CAMI_HIGH_S005	0.0
Gold standard	family	Jaccard index	CAMI_HIGH_S005	1.0
Gold standard	family	Taxon counts	CAMI_HIGH_S005	88.0
Gold standard	family	Purity (precision)	CAMI_HIGH_S005	1.0
Gold standard	family	Completeness (recall)	CAMI_HIGH_S005	1.0
Gold standard	family	True positives	CAMI_HIGH_S005	88.0
Gold standard	class	L1 norm error	CAMI_HIGH_S005	0.0
Gold standard	family	L1 norm error	CAMI_HIGH_S005	0.0
Gold standard	genus	L1 norm error	CAMI_HIGH_S005	0.0
Gold standard	order	L1 norm error	CAMI_HIGH_S005	0.0
Gold standard	phylum	L1 norm error	CAMI_HIGH_S005	0.0
Gold standard	species	L1 norm error	CAMI_HIGH_S005	0.0
Gold standard	strain	L1 norm error	CAMI_HIGH_S005	0.0
Gold standard	superkingdom	L1 norm error	CAMI_HIGH_S005	0.0
Gold standard	na	Weighted UniFrac error	CAMI_HIGH_S005	0.0
Gold standard	na	Unweighted UniFrac error	CAMI_HIGH_S005	0.0
Metalign	class	Bray-Curtis distance	CAMI_HIGH_S005	0.09379256411258935
Metalign	family	Bray-Curtis distance	CAMI_HIGH_S005	0.17470850302179555
Metalign	genus	Bray-Curtis distance	CAMI_HIGH_S005	0.2420973612341071
Metalign	order	Bray-Curtis distance	CAMI_HIGH_S005	0.3627079535299981
Metalign	phylum	Bray-Curtis distance	CAMI_HIGH_S005	0.04453203973503299
Metalign	species	Bray-Curtis distance	CAMI_HIGH_S005	0.8867790548797836
Metalign	strain	Bray-Curtis distance	CAMI_HIGH_S005	0.9698663616036608
Metalign	superkingdom	Bray-Curtis distance	CAMI_HIGH_S005	0.028335905753728966
Metalign	superkingdom	Shannon diversity	CAMI_HIGH_S005	0.17206211596246507
Metalign	superkingdom	Shannon equitability	CAMI_HIGH_S005	0.12411658071195505
Metalign	phylum	Shannon diversity	CAMI_HIGH_S005	1.2186729525230295
Metalign	phylum	Shannon equitability	CAMI_HIGH_S005	0.4751255415542076
Metalign	class	Shannon diversity	CAMI_HIGH_S005	2.099202792065596
Metalign	class	Shannon equitability	CAMI_HIGH_S005	0.6443034353243449
Metalign	order	Shannon diversity	CAMI_HIGH_S005	2.9924721337809084
Metalign	order	Shannon equitability	CAMI_HIGH_S005	0.7434063812780526
Metalign	family	Shannon diversity	CAMI_HIGH_S005	3.627156544099652
Metalign	family	Shannon equitability	CAMI_HIGH_S005	0.7842546736018426
Metalign	genus	Shannon diversity	CAMI_HIGH_S005	4.398052423629315
Metalign	genus	Shannon equitability	CAMI_HIGH_S005	0.8140505369404798
Metalign	species	Shannon diversity	CAMI_HIGH_S005	6.294899010012833
Metalign	species	Shannon equitability	CAMI_HIGH_S005	0.8627388249720976
Metalign	strain	Shannon diversity	CAMI_HIGH_S005	6.294899010012841
Metalign	strain	Shannon equitability	CAMI_HIGH_S005	0.8627388249720986
Metalign	class	F1 score	CAMI_HIGH_S005	0.8510638297872339
Metalign	class	False negatives	CAMI_HIGH_S005	1.0
Metalign	class	False positives	CAMI_HIGH_S005	6.0
Metalign	class	Jaccard index	CAMI_HIGH_S005	0.7407407407407407
Metalign	class	Taxon counts	CAMI_HIGH_S005	26.0
Metalign	class	Purity (precision)	CAMI_HIGH_S005	0.7692307692307693
Metalign	class	Completeness (recall)	CAMI_HIGH_S005	0.9523809523809523
Metalign	class	True positives	CAMI_HIGH_S005	20.0
Metalign	genus	F1 score	CAMI_HIGH_S005	0.8028846153846154
Metalign	genus	False negatives	CAMI_HIGH_S005	27.0
Metalign	genus	False positives	CAMI_HIGH_S005	55.0
Metalign	genus	Jaccard index	CAMI_HIGH_S005	0.6706827309236948
Metalign	genus	Taxon counts	CAMI_HIGH_S005	222.0
Metalign	genus	Purity (precision)	CAMI_HIGH_S005	0.7522522522522522
Metalign	genus	Completeness (recall)	CAMI_HIGH_S005	0.8608247422680413
Metalign	genus	True positives	CAMI_HIGH_S005	167.0
Metalign	superkingdom	F1 score	CAMI_HIGH_S005	0.6666666666666666
Metalign	superkingdom	False negatives	CAMI_HIGH_S005	0.0
Metalign	superkingdom	False positives	CAMI_HIGH_S005	2.0
Metalign	superkingdom	Jaccard index	CAMI_HIGH_S005	0.5
Metalign	superkingdom	Taxon counts	CAMI_HIGH_S005	4.0
Metalign	superkingdom	Purity (precision)	CAMI_HIGH_S005	0.5
Metalign	superkingdom	Completeness (recall)	CAMI_HIGH_S005	1.0
Metalign	superkingdom	True positives	CAMI_HIGH_S005	2.0
Metalign	order	F1 score	CAMI_HIGH_S005	0.7708333333333333
Metalign	order	False negatives	CAMI_HIGH_S005	3.0
Metalign	order	False positives	CAMI_HIGH_S005	19.0
Metalign	order	Jaccard index	CAMI_HIGH_S005	0.6271186440677966
Metalign	order	Taxon counts	CAMI_HIGH_S005	56.0
Metalign	order	Purity (precision)	CAMI_HIGH_S005	0.6607142857142857
Metalign	order	Completeness (recall)	CAMI_HIGH_S005	0.925
Metalign	order	True positives	CAMI_HIGH_S005	37.0
Metalign	phylum	F1 score	CAMI_HIGH_S005	0.8799999999999999
Metalign	phylum	False negatives	CAMI_HIGH_S005	1.0
Metalign	phylum	False positives	CAMI_HIGH_S005	2.0
Metalign	phylum	Jaccard index	CAMI_HIGH_S005	0.7857142857142857
Metalign	phylum	Taxon counts	CAMI_HIGH_S005	13.0
Metalign	phylum	Purity (precision)	CAMI_HIGH_S005	0.8461538461538461
Metalign	phylum	Completeness (recall)	CAMI_HIGH_S005	0.9166666666666666
Metalign	phylum	True positives	CAMI_HIGH_S005	11.0
Metalign	strain	F1 score	CAMI_HIGH_S005	0.047861906630051
Metalign	strain	False negatives	CAMI_HIGH_S005	1013.0
Metalign	strain	False positives	CAMI_HIGH_S005	1414.0
Metalign	strain	Jaccard index	CAMI_HIGH_S005	0.02451768488745981
Metalign	strain	Taxon counts	CAMI_HIGH_S005	1475.0
Metalign	strain	Purity (precision)	CAMI_HIGH_S005	0.04135593220338983
Metalign	strain	Completeness (recall)	CAMI_HIGH_S005	0.056797020484171325
Metalign	strain	True positives	CAMI_HIGH_S005	61.0
Metalign	species	F1 score	CAMI_HIGH_S005	0.18277066356228172
Metalign	species	False negatives	CAMI_HIGH_S005	86.0
Metalign	species	False positives	CAMI_HIGH_S005	1318.0
Metalign	species	Jaccard index	CAMI_HIGH_S005	0.1005765534913517
Metalign	species	Taxon counts	CAMI_HIGH_S005	1475.0
Metalign	species	Purity (precision)	CAMI_HIGH_S005	0.1064406779661017
Metalign	species	Completeness (recall)	CAMI_HIGH_S005	0.6460905349794238
Metalign	species	True positives	CAMI_HIGH_S005	157.0
Metalign	family	F1 score	CAMI_HIGH_S005	0.8421052631578948
Metalign	family	False negatives	CAMI_HIGH_S005	8.0
Metalign	family	False positives	CAMI_HIGH_S005	22.0
Metalign	family	Jaccard index	CAMI_HIGH_S005	0.7272727272727273
Metalign	family	Taxon counts	CAMI_HIGH_S005	102.0
Metalign	family	Purity (precision)	CAMI_HIGH_S005	0.7843137254901961
Metalign	family	Completeness (recall)	CAMI_HIGH_S005	0.9090909090909091
