@SampleID:CAMI_low_S001
@Version:CLARK
@Ranks: superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
2	superkingdom	2	Bacteria	16.21437
201174	phylum	2|201174	Bacteria|Actinobacteria	2.69642
1224	phylum	2|1224	Bacteria|Proteobacteria	11.15924
976	phylum	2|976	Bacteria|Bacteroidetes	0.29203
1239	phylum	2|1239	Bacteria|Firmicutes	1.98601
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	2.67584
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	4.52214
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	1.56233
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	2.41399
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	0.14969
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	2.82213
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	0.35211
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	1.39230
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	1.59783
85007	order	2|201174|1760|85007	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales	0.29577
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	1.54444
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	2.28612
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	0.14969
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	2.34742
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	0.34901
85011	order	2|201174|1760|85011	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales	0.19650
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	4.28087
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	0.13153
135614	order	2|1224|1236|135614	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	0.33852
85009	order	2|201174|1760|85009	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales	0.32165
213118	order	2|1224|28221|213118	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	1.35800
49546	family	2|976|117743|200644|49546	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae	0.14742
135621	family	2|1224|1236|72274|135621	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	2.34313
