# Taxonomic profile for the file: timing/results/metaphlan2_results_RH_S005.txt
@Version:0.9.1
@SampleID:CAMI_HIGH_S005
@Ranks: superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	89.191570
2157	superkingdom	2157	Archaea	10.808430
1224	phylum	2|1224	Bacteria|Proteobacteria	67.417080
28890	phylum	2157|28890	Archaea|Euryarchaeota	10.808430
1239	phylum	2|1239	Bacteria|Firmicutes	10.546560
201174	phylum	2|201174	Bacteria|Actinobacteria	8.034750
976	phylum	2|976	Bacteria|Bacteroidetes	3.122590
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	28.628570
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	16.649560
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	15.363140
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	10.808430
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	6.719170
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	5.859680
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	4.686880
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	1.576510
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	1.198550
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	0.329340
213115	order	2|1224|28221|213115	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	16.008580
213118	order	2|1224|28221|213118	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	12.616030
2235	order	2157|28890|183963|2235	Archaea|Euryarchaeota|Halobacteria|Halobacteriales	10.808430
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	10.264490
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	9.130830
2037	order	2|201174|1760|2037	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	7.086240
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	6.093130
