tool	rank	metric	sample	value
Gold standard	class	Bray-Curtis distance	CAMI_HIGH_S001	0.0
Gold standard	family	Bray-Curtis distance	CAMI_HIGH_S001	0.0
Gold standard	genus	Bray-Curtis distance	CAMI_HIGH_S001	0.0
Gold standard	order	Bray-Curtis distance	CAMI_HIGH_S001	0.0
Gold standard	phylum	Bray-Curtis distance	CAMI_HIGH_S001	0.0
Gold standard	species	Bray-Curtis distance	CAMI_HIGH_S001	0.0
Gold standard	strain	Bray-Curtis distance	CAMI_HIGH_S001	0.0
Gold standard	superkingdom	Bray-Curtis distance	CAMI_HIGH_S001	0.0
Gold standard	superkingdom	Shannon diversity	CAMI_HIGH_S001	0.04991023029896582
Gold standard	superkingdom	Shannon equitability	CAMI_HIGH_S001	0.07200524174194407
Gold standard	phylum	Shannon diversity	CAMI_HIGH_S001	1.3373373713792507
Gold standard	phylum	Shannon equitability	CAMI_HIGH_S001	0.5381841492892079
Gold standard	class	Shannon diversity	CAMI_HIGH_S001	2.132429637521876
Gold standard	class	Shannon equitability	CAMI_HIGH_S001	0.7004151492200612
Gold standard	order	Shannon diversity	CAMI_HIGH_S001	2.6998583008255332
Gold standard	order	Shannon equitability	CAMI_HIGH_S001	0.7318911703158474
Gold standard	family	Shannon diversity	CAMI_HIGH_S001	3.7139774482399255
Gold standard	family	Shannon equitability	CAMI_HIGH_S001	0.8295059322385948
Gold standard	genus	Shannon diversity	CAMI_HIGH_S001	4.4810287066928085
Gold standard	genus	Shannon equitability	CAMI_HIGH_S001	0.8506357937871234
Gold standard	species	Shannon diversity	CAMI_HIGH_S001	1.9159191878625461
Gold standard	species	Shannon equitability	CAMI_HIGH_S001	0.3487889599679045
Gold standard	strain	Shannon diversity	CAMI_HIGH_S001	6.359206427713493
Gold standard	strain	Shannon equitability	CAMI_HIGH_S001	0.9111726690129395
Gold standard	order	F1 score	CAMI_HIGH_S001	1.0
Gold standard	order	False negatives	CAMI_HIGH_S001	0.0
Gold standard	order	False positives	CAMI_HIGH_S001	0.0
Gold standard	order	Jaccard index	CAMI_HIGH_S001	1.0
Gold standard	order	Taxon counts	CAMI_HIGH_S001	40.0
Gold standard	order	Purity (precision)	CAMI_HIGH_S001	1.0
Gold standard	order	Completeness (recall)	CAMI_HIGH_S001	1.0
Gold standard	order	True positives	CAMI_HIGH_S001	40.0
Gold standard	family	F1 score	CAMI_HIGH_S001	1.0
Gold standard	family	False negatives	CAMI_HIGH_S001	0.0
Gold standard	family	False positives	CAMI_HIGH_S001	0.0
Gold standard	family	Jaccard index	CAMI_HIGH_S001	1.0
Gold standard	family	Taxon counts	CAMI_HIGH_S001	88.0
Gold standard	family	Purity (precision)	CAMI_HIGH_S001	1.0
Gold standard	family	Completeness (recall)	CAMI_HIGH_S001	1.0
Gold standard	family	True positives	CAMI_HIGH_S001	88.0
Gold standard	strain	F1 score	CAMI_HIGH_S001	1.0
Gold standard	strain	False negatives	CAMI_HIGH_S001	0.0
Gold standard	strain	False positives	CAMI_HIGH_S001	0.0
Gold standard	strain	Jaccard index	CAMI_HIGH_S001	1.0
Gold standard	strain	Taxon counts	CAMI_HIGH_S001	1074.0
Gold standard	strain	Purity (precision)	CAMI_HIGH_S001	1.0
Gold standard	strain	Completeness (recall)	CAMI_HIGH_S001	1.0
Gold standard	strain	True positives	CAMI_HIGH_S001	1074.0
Gold standard	class	F1 score	CAMI_HIGH_S001	1.0
Gold standard	class	False negatives	CAMI_HIGH_S001	0.0
Gold standard	class	False positives	CAMI_HIGH_S001	0.0
Gold standard	class	Jaccard index	CAMI_HIGH_S001	1.0
Gold standard	class	Taxon counts	CAMI_HIGH_S001	21.0
Gold standard	class	Purity (precision)	CAMI_HIGH_S001	1.0
Gold standard	class	Completeness (recall)	CAMI_HIGH_S001	1.0
Gold standard	class	True positives	CAMI_HIGH_S001	21.0
Gold standard	superkingdom	F1 score	CAMI_HIGH_S001	1.0
Gold standard	superkingdom	False negatives	CAMI_HIGH_S001	0.0
Gold standard	superkingdom	False positives	CAMI_HIGH_S001	0.0
Gold standard	superkingdom	Jaccard index	CAMI_HIGH_S001	1.0
Gold standard	superkingdom	Taxon counts	CAMI_HIGH_S001	2.0
Gold standard	superkingdom	Purity (precision)	CAMI_HIGH_S001	1.0
Gold standard	superkingdom	Completeness (recall)	CAMI_HIGH_S001	1.0
Gold standard	superkingdom	True positives	CAMI_HIGH_S001	2.0
Gold standard	genus	F1 score	CAMI_HIGH_S001	1.0
Gold standard	genus	False negatives	CAMI_HIGH_S001	0.0
Gold standard	genus	False positives	CAMI_HIGH_S001	0.0
Gold standard	genus	Jaccard index	CAMI_HIGH_S001	1.0
Gold standard	genus	Taxon counts	CAMI_HIGH_S001	194.0
Gold standard	genus	Purity (precision)	CAMI_HIGH_S001	1.0
Gold standard	genus	Completeness (recall)	CAMI_HIGH_S001	1.0
Gold standard	genus	True positives	CAMI_HIGH_S001	194.0
Gold standard	species	F1 score	CAMI_HIGH_S001	1.0
Gold standard	species	False negatives	CAMI_HIGH_S001	0.0
Gold standard	species	False positives	CAMI_HIGH_S001	0.0
Gold standard	species	Jaccard index	CAMI_HIGH_S001	1.0
Gold standard	species	Taxon counts	CAMI_HIGH_S001	243.0
Gold standard	species	Purity (precision)	CAMI_HIGH_S001	1.0
Gold standard	species	Completeness (recall)	CAMI_HIGH_S001	1.0
Gold standard	species	True positives	CAMI_HIGH_S001	243.0
Gold standard	phylum	F1 score	CAMI_HIGH_S001	1.0
Gold standard	phylum	False negatives	CAMI_HIGH_S001	0.0
Gold standard	phylum	False positives	CAMI_HIGH_S001	0.0
Gold standard	phylum	Jaccard index	CAMI_HIGH_S001	1.0
Gold standard	phylum	Taxon counts	CAMI_HIGH_S001	12.0
Gold standard	phylum	Purity (precision)	CAMI_HIGH_S001	1.0
Gold standard	phylum	Completeness (recall)	CAMI_HIGH_S001	1.0
Gold standard	phylum	True positives	CAMI_HIGH_S001	12.0
Gold standard	class	L1 norm error	CAMI_HIGH_S001	0.0
Gold standard	family	L1 norm error	CAMI_HIGH_S001	0.0
Gold standard	genus	L1 norm error	CAMI_HIGH_S001	0.0
Gold standard	order	L1 norm error	CAMI_HIGH_S001	0.0
Gold standard	phylum	L1 norm error	CAMI_HIGH_S001	0.0
Gold standard	species	L1 norm error	CAMI_HIGH_S001	0.0
Gold standard	strain	L1 norm error	CAMI_HIGH_S001	0.0
Gold standard	superkingdom	L1 norm error	CAMI_HIGH_S001	0.0
Gold standard	na	Weighted UniFrac error	CAMI_HIGH_S001	0.0
Gold standard	na	Unweighted UniFrac error	CAMI_HIGH_S001	0.0
Metalign	class	Bray-Curtis distance	CAMI_HIGH_S001	0.08885609263626451
Metalign	family	Bray-Curtis distance	CAMI_HIGH_S001	0.16344906117315958
Metalign	genus	Bray-Curtis distance	CAMI_HIGH_S001	0.21640680590642747
Metalign	order	Bray-Curtis distance	CAMI_HIGH_S001	0.35286760175807025
Metalign	phylum	Bray-Curtis distance	CAMI_HIGH_S001	0.04766260102658094
Metalign	species	Bray-Curtis distance	CAMI_HIGH_S001	0.8874966116566332
Metalign	strain	Bray-Curtis distance	CAMI_HIGH_S001	0.9644336799031191
Metalign	superkingdom	Bray-Curtis distance	CAMI_HIGH_S001	0.016414227175445842
Metalign	superkingdom	Shannon diversity	CAMI_HIGH_S001	0.11213491244131085
Metalign	superkingdom	Shannon equitability	CAMI_HIGH_S001	0.08088824104479865
Metalign	phylum	Shannon diversity	CAMI_HIGH_S001	1.2210295435719596
Metalign	phylum	Shannon equitability	CAMI_HIGH_S001	0.476044308641002
Metalign	class	Shannon diversity	CAMI_HIGH_S001	2.0930726357008043
Metalign	class	Shannon equitability	CAMI_HIGH_S001	0.6350656057313654
Metalign	order	Shannon diversity	CAMI_HIGH_S001	2.9004080779882986
Metalign	order	Shannon equitability	CAMI_HIGH_S001	0.7173809793269703
Metalign	family	Shannon diversity	CAMI_HIGH_S001	3.61440905276544
Metalign	family	Shannon equitability	CAMI_HIGH_S001	0.7831667752934999
Metalign	genus	Shannon diversity	CAMI_HIGH_S001	4.330498324121419
Metalign	genus	Shannon equitability	CAMI_HIGH_S001	0.8049406967349588
Metalign	species	Shannon diversity	CAMI_HIGH_S001	6.108957446986034
Metalign	species	Shannon equitability	CAMI_HIGH_S001	0.8391415551714234
Metalign	strain	Shannon diversity	CAMI_HIGH_S001	6.108957446986026
Metalign	strain	Shannon equitability	CAMI_HIGH_S001	0.8391415551714223
Metalign	order	F1 score	CAMI_HIGH_S001	0.7422680412371133
Metalign	order	False negatives	CAMI_HIGH_S001	4.0
Metalign	order	False positives	CAMI_HIGH_S001	21.0
Metalign	order	Jaccard index	CAMI_HIGH_S001	0.5901639344262295
Metalign	order	Taxon counts	CAMI_HIGH_S001	57.0
Metalign	order	Purity (precision)	CAMI_HIGH_S001	0.631578947368421
Metalign	order	Completeness (recall)	CAMI_HIGH_S001	0.9
Metalign	order	True positives	CAMI_HIGH_S001	36.0
Metalign	family	F1 score	CAMI_HIGH_S001	0.835978835978836
Metalign	family	False negatives	CAMI_HIGH_S001	9.0
Metalign	family	False positives	CAMI_HIGH_S001	22.0
Metalign	family	Jaccard index	CAMI_HIGH_S001	0.7181818181818181
Metalign	family	Taxon counts	CAMI_HIGH_S001	101.0
Metalign	family	Purity (precision)	CAMI_HIGH_S001	0.7821782178217822
Metalign	family	Completeness (recall)	CAMI_HIGH_S001	0.8977272727272727
Metalign	family	True positives	CAMI_HIGH_S001	79.0
Metalign	strain	F1 score	CAMI_HIGH_S001	0.04594059405940594
Metalign	strain	False negatives	CAMI_HIGH_S001	1016.0
Metalign	strain	False positives	CAMI_HIGH_S001	1393.0
Metalign	strain	Jaccard index	CAMI_HIGH_S001	0.023510336441021483
Metalign	strain	Taxon counts	CAMI_HIGH_S001	1451.0
Metalign	strain	Purity (precision)	CAMI_HIGH_S001	0.03997243280496209
Metalign	strain	Completeness (recall)	CAMI_HIGH_S001	0.054003724394785846
Metalign	strain	True positives	CAMI_HIGH_S001	58.0
Metalign	class	F1 score	CAMI_HIGH_S001	0.8333333333333334
Metalign	class	False negatives	CAMI_HIGH_S001	1.0
Metalign	class	False positives	CAMI_HIGH_S001	7.0
Metalign	class	Jaccard index	CAMI_HIGH_S001	0.7142857142857143
Metalign	class	Taxon counts	CAMI_HIGH_S001	27.0
Metalign	class	Purity (precision)	CAMI_HIGH_S001	0.7407407407407407
Metalign	class	Completeness (recall)	CAMI_HIGH_S001	0.9523809523809523
Metalign	class	True positives	CAMI_HIGH_S001	20.0
Metalign	superkingdom	F1 score	CAMI_HIGH_S001	0.6666666666666666
Metalign	superkingdom	False negatives	CAMI_HIGH_S001	0.0
Metalign	superkingdom	False positives	CAMI_HIGH_S001	2.0
Metalign	superkingdom	Jaccard index	CAMI_HIGH_S001	0.5
Metalign	superkingdom	Taxon counts	CAMI_HIGH_S001	4.0
Metalign	superkingdom	Purity (precision)	CAMI_HIGH_S001	0.5
Metalign	superkingdom	Completeness (recall)	CAMI_HIGH_S001	1.0
Metalign	superkingdom	True positives	CAMI_HIGH_S001	2.0
Metalign	genus	F1 score	CAMI_HIGH_S001	0.7931873479318734
Metalign	genus	False negatives	CAMI_HIGH_S001	31.0
Metalign	genus	False positives	CAMI_HIGH_S001	54.0
Metalign	genus	Jaccard index	CAMI_HIGH_S001	0.657258064516129
Metalign	genus	Taxon counts	CAMI_HIGH_S001	217.0
Metalign	genus	Purity (precision)	CAMI_HIGH_S001	0.7511520737327189
Metalign	genus	Completeness (recall)	CAMI_HIGH_S001	0.8402061855670103
Metalign	genus	True positives	CAMI_HIGH_S001	163.0
Metalign	species	F1 score	CAMI_HIGH_S001	0.179456906729634
Metalign	species	False negatives	CAMI_HIGH_S001	91.0
Metalign	species	False positives	CAMI_HIGH_S001	1299.0
Metalign	species	Jaccard index	CAMI_HIGH_S001	0.09857328145265888
Metalign	species	Taxon counts	CAMI_HIGH_S001	1451.0
Metalign	species	Purity (precision)	CAMI_HIGH_S001	0.10475534114403859
Metalign	species	Completeness (recall)	CAMI_HIGH_S001	0.6255144032921811
Metalign	species	True positives	CAMI_HIGH_S001	152.0
Metalign	phylum	F1 score	CAMI_HIGH_S001	0.8799999999999999
Metalign	phylum	False negatives	CAMI_HIGH_S001	1.0
Metalign	phylum	False positives	CAMI_HIGH_S001	2.0
Metalign	phylum	Jaccard index	CAMI_HIGH_S001	0.7857142857142857
Metalign	phylum	Taxon counts	CAMI_HIGH_S001	13.0
Metalign	phylum	Purity (precision)	CAMI_HIGH_S001	0.8461538461538461
Metalign	phylum	Completeness (recall)	CAMI_HIGH_S001	0.9166666666666666
Metalign	phylum	True positives	CAMI_HIGH_S001	11.0
Metalign	class	L1 norm error	CAMI_HIGH_S001	0.177712185272529
Metalign	family	L1 norm error	CAMI_HIGH_S001	0.3268981223463193
Metalign	genus	L1 norm error	CAMI_HIGH_S001	0.4328136118128549
Metalign	order	L1 norm error	CAMI_HIGH_S001	0.7057352035161408
Metalign	phylum	L1 norm error	CAMI_HIGH_S001	0.09532520205316189
Metalign	species	L1 norm error	CAMI_HIGH_S001	1.7749932233132657
Metalign	strain	L1 norm error	CAMI_HIGH_S001	1.9288673598062362
Metalign	superkingdom	L1 norm error	CAMI_HIGH_S001	0.032828454350891684
Metalign	na	Weighted UniFrac error	CAMI_HIGH_S001	8.61648506972356
Metalign	na	Unweighted UniFrac error	CAMI_HIGH_S001	13418.98557950964
Bracken+Kraken2	class	Bray-Curtis distance	CAMI_HIGH_S001	0.15536381546701736
Bracken+Kraken2	family	Bray-Curtis distance	CAMI_HIGH_S001	0.3070720649455505
Bracken+Kraken2	genus	Bray-Curtis distance	CAMI_HIGH_S001	0.5057323349336417
Bracken+Kraken2	order	Bray-Curtis distance	CAMI_HIGH_S001	0.43143793698138666
Bracken+Kraken2	phylum	Bray-Curtis distance	CAMI_HIGH_S001	0.11673637272405214
Bracken+Kraken2	species	Bray-Curtis distance	CAMI_HIGH_S001	0.9851213705119383
Bracken+Kraken2	superkingdom	Bray-Curtis distance	CAMI_HIGH_S001	0.00536585070739717
Bracken+Kraken2	superkingdom	Shannon diversity	CAMI_HIGH_S001	0.08218564071071274
Bracken+Kraken2	superkingdom	Shannon equitability	CAMI_HIGH_S001	0.05928440814281369
Bracken+Kraken2	phylum	Shannon diversity	CAMI_HIGH_S001	1.1501258903567293
Bracken+Kraken2	phylum	Shannon equitability	CAMI_HIGH_S001	0.3021349787241379
Bracken+Kraken2	class	Shannon diversity	CAMI_HIGH_S001	1.9366971717491377
Bracken+Kraken2	class	Shannon equitability	CAMI_HIGH_S001	0.4336625654386715
Bracken+Kraken2	order	Shannon diversity	CAMI_HIGH_S001	2.9810229210720625
Bracken+Kraken2	order	Shannon equitability	CAMI_HIGH_S001	0.5664446916059834
Bracken+Kraken2	family	Shannon diversity	CAMI_HIGH_S001	3.810439305737752
Bracken+Kraken2	family	Shannon equitability	CAMI_HIGH_S001	0.6129452701004797
Bracken+Kraken2	genus	Shannon diversity	CAMI_HIGH_S001	4.848291971100644
Bracken+Kraken2	genus	Shannon equitability	CAMI_HIGH_S001	0.640861276086135
Bracken+Kraken2	species	Shannon diversity	CAMI_HIGH_S001	6.593035624114612
Bracken+Kraken2	species	Shannon equitability	CAMI_HIGH_S001	0.7434762177138481
Bracken+Kraken2	order	F1 score	CAMI_HIGH_S001	0.3619909502262444
Bracken+Kraken2	order	False negatives	CAMI_HIGH_S001	0.0
Bracken+Kraken2	order	False positives	CAMI_HIGH_S001	141.0
Bracken+Kraken2	order	Jaccard index	CAMI_HIGH_S001	0.22099447513812154
Bracken+Kraken2	order	Taxon counts	CAMI_HIGH_S001	181.0
Bracken+Kraken2	order	Purity (precision)	CAMI_HIGH_S001	0.22099447513812154
Bracken+Kraken2	order	Completeness (recall)	CAMI_HIGH_S001	1.0
Bracken+Kraken2	order	True positives	CAMI_HIGH_S001	40.0
Bracken+Kraken2	family	F1 score	CAMI_HIGH_S001	0.358974358974359
Bracken+Kraken2	family	False negatives	CAMI_HIGH_S001	4.0
Bracken+Kraken2	family	False positives	CAMI_HIGH_S001	296.0
Bracken+Kraken2	family	Jaccard index	CAMI_HIGH_S001	0.21875
Bracken+Kraken2	family	Taxon counts	CAMI_HIGH_S001	380.0
Bracken+Kraken2	family	Purity (precision)	CAMI_HIGH_S001	0.22105263157894736
Bracken+Kraken2	family	Completeness (recall)	CAMI_HIGH_S001	0.9545454545454546
Bracken+Kraken2	family	True positives	CAMI_HIGH_S001	84.0
Bracken+Kraken2	strain	False negatives	CAMI_HIGH_S001	1074.0
Bracken+Kraken2	strain	False positives	CAMI_HIGH_S001	0.0
Bracken+Kraken2	strain	Jaccard index	CAMI_HIGH_S001	0.0
Bracken+Kraken2	strain	Taxon counts	CAMI_HIGH_S001	0.0
Bracken+Kraken2	strain	Purity (precision)	CAMI_HIGH_S001	0.0
Bracken+Kraken2	strain	Completeness (recall)	CAMI_HIGH_S001	0.0
Bracken+Kraken2	strain	True positives	CAMI_HIGH_S001	0.0
Bracken+Kraken2	class	F1 score	CAMI_HIGH_S001	0.4158415841584159
Bracken+Kraken2	class	False negatives	CAMI_HIGH_S001	0.0
Bracken+Kraken2	class	False positives	CAMI_HIGH_S001	59.0
Bracken+Kraken2	class	Jaccard index	CAMI_HIGH_S001	0.2625
Bracken+Kraken2	class	Taxon counts	CAMI_HIGH_S001	80.0
Bracken+Kraken2	class	Purity (precision)	CAMI_HIGH_S001	0.2625
Bracken+Kraken2	class	Completeness (recall)	CAMI_HIGH_S001	1.0
Bracken+Kraken2	class	True positives	CAMI_HIGH_S001	21.0
Bracken+Kraken2	superkingdom	F1 score	CAMI_HIGH_S001	0.6666666666666666
Bracken+Kraken2	superkingdom	False negatives	CAMI_HIGH_S001	0.0
Bracken+Kraken2	superkingdom	False positives	CAMI_HIGH_S001	2.0
Bracken+Kraken2	superkingdom	Jaccard index	CAMI_HIGH_S001	0.5
