# Taxonomic profile for the file: timing/results/metaphlan2_results_RH_S003.txt
@Version:0.9.1
@SampleID:CAMI_HIGH_S003
@Ranks: superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	90.466890
2157	superkingdom	2157	Archaea	9.533110
1224	phylum	2|1224	Bacteria|Proteobacteria	69.982260
28890	phylum	2157|28890	Archaea|Euryarchaeota	9.533110
1239	phylum	2|1239	Bacteria|Firmicutes	8.865420
201174	phylum	2|201174	Bacteria|Actinobacteria	7.795370
976	phylum	2|976	Bacteria|Bacteroidetes	3.808250
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	34.063890
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	16.015540
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	14.863380
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	9.533110
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	5.004720
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	4.905360
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	3.941760
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	1.800100
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	1.634280
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	0.349540
213115	order	2|1224|28221|213115	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	21.403990
213118	order	2|1224|28221|213118	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	12.657270
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	10.676840
2235	order	2157|28890|183963|2235	Archaea|Euryarchaeota|Halobacteria|Halobacteriales	9.533110
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	9.155150
2037	order	2|201174|1760|2037	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	7.638310
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	4.905360
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	4.244470
204458	order	2|1224|28211|204458	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	4.218160
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	3.003600
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	1.634280
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	1.556730
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	1.165680
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	0.938160
135614	order	2|1224|1236|135614	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	0.920400
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	0.849430
206351	order	2|1224|28216|206351	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	0.748900
768507	order	2|976|768503|768507	Bacteria|Bacteroidetes|Cytophagia|Cytophagales	0.349540
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	0.220300
84999	order	2|201174|84998|84999	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales	0.157060
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.104090
194924	family	2|1224|28221|213115|194924	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae	21.403990
213119	family	2|1224|28221|213118|213119	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae	12.657270
