tool	rank	metric	sample	value
Gold standard	class	Bray-Curtis distance	CAMI_HIGH_S003	0.0
Gold standard	family	Bray-Curtis distance	CAMI_HIGH_S003	0.0
Gold standard	genus	Bray-Curtis distance	CAMI_HIGH_S003	0.0
Gold standard	order	Bray-Curtis distance	CAMI_HIGH_S003	0.0
Gold standard	phylum	Bray-Curtis distance	CAMI_HIGH_S003	0.0
Gold standard	species	Bray-Curtis distance	CAMI_HIGH_S003	0.0
Gold standard	strain	Bray-Curtis distance	CAMI_HIGH_S003	0.0
Gold standard	superkingdom	Bray-Curtis distance	CAMI_HIGH_S003	0.0
Gold standard	superkingdom	Shannon diversity	CAMI_HIGH_S003	0.07437691479129634
Gold standard	superkingdom	Shannon equitability	CAMI_HIGH_S003	0.10730320612602422
Gold standard	phylum	Shannon diversity	CAMI_HIGH_S003	1.3786719351922387
Gold standard	phylum	Shannon equitability	CAMI_HIGH_S003	0.5548184014517649
Gold standard	class	Shannon diversity	CAMI_HIGH_S003	2.1898110039496865
Gold standard	class	Shannon equitability	CAMI_HIGH_S003	0.7192625604648666
Gold standard	order	Shannon diversity	CAMI_HIGH_S003	2.7698383123445502
Gold standard	order	Shannon equitability	CAMI_HIGH_S003	0.750861703885594
Gold standard	family	Shannon diversity	CAMI_HIGH_S003	3.7570175738227953
Gold standard	family	Shannon equitability	CAMI_HIGH_S003	0.8391188176136
Gold standard	genus	Shannon diversity	CAMI_HIGH_S003	4.564469192457857
Gold standard	genus	Shannon equitability	CAMI_HIGH_S003	0.8664753405717096
Gold standard	species	Shannon diversity	CAMI_HIGH_S003	1.9560125126186032
Gold standard	species	Shannon equitability	CAMI_HIGH_S003	0.3560878633516749
Gold standard	strain	Shannon diversity	CAMI_HIGH_S003	6.615646774869313
Gold standard	strain	Shannon equitability	CAMI_HIGH_S003	0.9479164731678531
Gold standard	species	F1 score	CAMI_HIGH_S003	1.0
Gold standard	species	False negatives	CAMI_HIGH_S003	0.0
Gold standard	species	False positives	CAMI_HIGH_S003	0.0
Gold standard	species	Jaccard index	CAMI_HIGH_S003	1.0
Gold standard	species	Taxon counts	CAMI_HIGH_S003	243.0
Gold standard	species	Purity (precision)	CAMI_HIGH_S003	1.0
Gold standard	species	Completeness (recall)	CAMI_HIGH_S003	1.0
Gold standard	species	True positives	CAMI_HIGH_S003	243.0
Gold standard	phylum	F1 score	CAMI_HIGH_S003	1.0
Gold standard	phylum	False negatives	CAMI_HIGH_S003	0.0
Gold standard	phylum	False positives	CAMI_HIGH_S003	0.0
Gold standard	phylum	Jaccard index	CAMI_HIGH_S003	1.0
Gold standard	phylum	Taxon counts	CAMI_HIGH_S003	12.0
Gold standard	phylum	Purity (precision)	CAMI_HIGH_S003	1.0
Gold standard	phylum	Completeness (recall)	CAMI_HIGH_S003	1.0
Gold standard	phylum	True positives	CAMI_HIGH_S003	12.0
Gold standard	genus	F1 score	CAMI_HIGH_S003	1.0
