# Taxonomic profile for the file: timing/results/metaphlan2_results_RH_S001.txt
@Version:0.9.1
@SampleID:CAMI_HIGH_S001
@Ranks: superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
2	superkingdom	2	Bacteria	93.642590
2157	superkingdom	2157	Archaea	6.357410
1224	phylum	2|1224	Bacteria|Proteobacteria	70.743270
201174	phylum	2|201174	Bacteria|Actinobacteria	9.280960
1239	phylum	2|1239	Bacteria|Firmicutes	7.920830
28890	phylum	2157|28890	Archaea|Euryarchaeota	6.357410
976	phylum	2|976	Bacteria|Bacteroidetes	5.678880
200918	phylum	2|200918	Bacteria|Thermotogae	0.018640
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	25.085420
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	23.373910
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	18.616580
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	6.357410
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	6.038880
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	3.644080
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	2.634850
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	2.523880
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	1.862200
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	0.500010
29547	class	2|1224|29547	Bacteria|Proteobacteria|Epsilonproteobacteria	0.023280
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	0.020140
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	0.019750
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	16.928480
213115	order	2|1224|28221|213115	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	14.234950
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	13.659940
2037	order	2|201174|1760|2037	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	9.199040
213118	order	2|1224|28221|213118	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	9.136560
2235	order	2157|28890|183963|2235	Archaea|Euryarchaeota|Halobacteria|Halobacteriales	6.357410
204458	order	2|1224|28211|204458	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	4.475790
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	4.323380
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	3.482720
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	2.523880
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	2.166980
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	1.862200
135614	order	2|1224|1236|135614	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	1.856040
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	1.715500
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	1.289820
768507	order	2|976|768503|768507	Bacteria|Bacteroidetes|Cytophagia|Cytophagales	0.500010
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	0.385250
206351	order	2|1224|28216|206351	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	0.161360
84999	order	2|201174|84998|84999	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales	0.081920
135623	order	2|1224|1236|135623	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales	0.079350
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.065510
135624	order	2|1224|1236|135624	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales	0.052410
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	0.030110
213849	order	2|1224|29547|213849	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales	0.023280
171549	order	2|976|200643|171549	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	0.020140
909929	order	2|1239|909932|909929	Bacteria|Firmicutes|Negativicutes|Selenomonadales	0.019750
2419	order	2|200918|188708|2419	Bacteria|Thermotogae|Thermotogae|Thermotogales	0.018640
69541	order	2|1224|28221|69541	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales	0.002400
194924	family	2|1224|28221|213115|194924	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae	14.234950
135621	family	2|1224|1236|72274|135621	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	12.602490
213119	family	2|1224|28221|213118|213119	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae	9.136560
69277	family	2|1224|28211|356|69277	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae	8.254220
