tool	rank	metric	sample	value
Gold standard	class	Bray-Curtis distance	peabody	0.0
Gold standard	family	Bray-Curtis distance	peabody	0.0
Gold standard	genus	Bray-Curtis distance	peabody	0.0
Gold standard	order	Bray-Curtis distance	peabody	0.0
Gold standard	phylum	Bray-Curtis distance	peabody	0.0
Gold standard	species	Bray-Curtis distance	peabody	0.0
Gold standard	strain	Bray-Curtis distance	peabody	0.0
Gold standard	superkingdom	Bray-Curtis distance	peabody	0.0
Gold standard	superkingdom	Shannon diversity	peabody	0.0
Gold standard	superkingdom	Shannon equitability	peabody	0.0
Gold standard	phylum	Shannon diversity	peabody	0.9596148356708105
Gold standard	phylum	Shannon equitability	peabody	0.8734790658806382
Gold standard	class	Shannon diversity	peabody	1.4241298405939191
Gold standard	class	Shannon equitability	peabody	0.8848616213098132
Gold standard	order	Shannon diversity	peabody	1.9072839069017118
Gold standard	order	Shannon equitability	peabody	0.9172096780181423
Gold standard	family	Shannon diversity	peabody	1.9072839069017118
Gold standard	family	Shannon equitability	peabody	0.9172096780181423
Gold standard	genus	Shannon diversity	peabody	1.9072839069017118
Gold standard	genus	Shannon equitability	peabody	0.9172096780181423
Gold standard	species	Shannon diversity	peabody	2.3693820619323684
Gold standard	species	Shannon equitability	peabody	0.9881090674853673
Gold standard	strain	Shannon diversity	peabody	2.3978952727983707
Gold standard	strain	Shannon equitability	peabody	1.0
Gold standard	class	F1 score	peabody	1.0
Gold standard	class	False negatives	peabody	0.0
Gold standard	class	False positives	peabody	0.0
Gold standard	class	Jaccard index	peabody	1.0
Gold standard	class	Taxon counts	peabody	5.0
Gold standard	class	Purity (precision)	peabody	1.0
Gold standard	class	Completeness (recall)	peabody	1.0
Gold standard	class	True positives	peabody	5.0
Gold standard	species	F1 score	peabody	1.0
Gold standard	species	False negatives	peabody	0.0
Gold standard	species	False positives	peabody	0.0
Gold standard	species	Jaccard index	peabody	1.0
Gold standard	species	Taxon counts	peabody	11.0
Gold standard	species	Purity (precision)	peabody	1.0
Gold standard	species	Completeness (recall)	peabody	1.0
Gold standard	species	True positives	peabody	11.0
Gold standard	strain	F1 score	peabody	1.0
Gold standard	strain	False negatives	peabody	0.0
Gold standard	strain	False positives	peabody	0.0
Gold standard	strain	Jaccard index	peabody	1.0
Gold standard	strain	Taxon counts	peabody	11.0
Gold standard	strain	Purity (precision)	peabody	1.0
Gold standard	strain	Completeness (recall)	peabody	1.0
Gold standard	strain	True positives	peabody	11.0
Gold standard	superkingdom	F1 score	peabody	1.0
Gold standard	superkingdom	False negatives	peabody	0.0
Gold standard	superkingdom	False positives	peabody	0.0
Gold standard	superkingdom	Jaccard index	peabody	1.0
Gold standard	superkingdom	Taxon counts	peabody	1.0
Gold standard	superkingdom	Purity (precision)	peabody	1.0
Gold standard	superkingdom	Completeness (recall)	peabody	1.0
Gold standard	superkingdom	True positives	peabody	1.0
Gold standard	phylum	F1 score	peabody	1.0
Gold standard	phylum	False negatives	peabody	0.0
Gold standard	phylum	False positives	peabody	0.0
Gold standard	phylum	Jaccard index	peabody	1.0
Gold standard	phylum	Taxon counts	peabody	3.0
Gold standard	phylum	Purity (precision)	peabody	1.0
Gold standard	phylum	Completeness (recall)	peabody	1.0
Gold standard	phylum	True positives	peabody	3.0
Gold standard	genus	F1 score	peabody	1.0
Gold standard	genus	False negatives	peabody	0.0
Gold standard	genus	False positives	peabody	0.0
Gold standard	genus	Jaccard index	peabody	1.0
Gold standard	genus	Taxon counts	peabody	8.0
Gold standard	genus	Purity (precision)	peabody	1.0
Gold standard	genus	Completeness (recall)	peabody	1.0
Gold standard	genus	True positives	peabody	8.0
Gold standard	family	F1 score	peabody	1.0
Gold standard	family	False negatives	peabody	0.0
Gold standard	family	False positives	peabody	0.0
Gold standard	family	Jaccard index	peabody	1.0
Gold standard	family	Taxon counts	peabody	8.0
Gold standard	family	Purity (precision)	peabody	1.0
Gold standard	family	Completeness (recall)	peabody	1.0
Gold standard	family	True positives	peabody	8.0
Gold standard	order	F1 score	peabody	1.0
Gold standard	order	False negatives	peabody	0.0
Gold standard	order	False positives	peabody	0.0
Gold standard	order	Jaccard index	peabody	1.0
Gold standard	order	Taxon counts	peabody	8.0
Gold standard	order	Purity (precision)	peabody	1.0
Gold standard	order	Completeness (recall)	peabody	1.0
Gold standard	order	True positives	peabody	8.0
Gold standard	class	L1 norm error	peabody	0.0
Gold standard	family	L1 norm error	peabody	0.0
Gold standard	genus	L1 norm error	peabody	0.0
Gold standard	order	L1 norm error	peabody	0.0
Gold standard	phylum	L1 norm error	peabody	0.0
Gold standard	species	L1 norm error	peabody	0.0
Gold standard	strain	L1 norm error	peabody	0.0
Gold standard	superkingdom	L1 norm error	peabody	0.0
Gold standard	na	Weighted UniFrac error	peabody	0.0
Gold standard	na	Unweighted UniFrac error	peabody	0.0
Metalign	class	Bray-Curtis distance	peabody	0.052840149810156875
Metalign	family	Bray-Curtis distance	peabody	0.06987340966035366
Metalign	genus	Bray-Curtis distance	peabody	0.07654287567201834
Metalign	order	Bray-Curtis distance	peabody	0.06891199146774696
Metalign	phylum	Bray-Curtis distance	peabody	0.0454540365138489
Metalign	species	Bray-Curtis distance	peabody	0.8063364769893305
Metalign	strain	Bray-Curtis distance	peabody	1.0
Metalign	superkingdom	Bray-Curtis distance	peabody	0.0
Metalign	superkingdom	Shannon diversity	peabody	0.0
Metalign	superkingdom	Shannon equitability	peabody	0.0
Metalign	phylum	Shannon diversity	peabody	0.89481580091742
Metalign	phylum	Shannon equitability	peabody	0.8144964426005464
Metalign	class	Shannon diversity	peabody	1.3610354227046115
Metalign	class	Shannon equitability	peabody	0.8456588552994835
Metalign	order	Shannon diversity	peabody	1.8277001813273865
Metalign	order	Shannon equitability	peabody	0.8789379959442933
Metalign	family	Shannon diversity	peabody	1.8256890412913382
Metalign	family	Shannon equitability	peabody	0.8779708420254466
Metalign	genus	Shannon diversity	peabody	1.813680758584546
Metalign	genus	Shannon equitability	peabody	0.872196078721886
Metalign	species	Shannon diversity	peabody	2.6397473862884264
Metalign	species	Shannon equitability	peabody	0.9317150054464973
Metalign	strain	Shannon diversity	peabody	2.639747386288426
Metalign	strain	Shannon equitability	peabody	0.9317150054464972
Metalign	class	F1 score	peabody	1.0
Metalign	class	False negatives	peabody	0.0
Metalign	class	False positives	peabody	0.0
Metalign	class	Jaccard index	peabody	1.0
Metalign	class	Taxon counts	peabody	5.0
Metalign	class	Purity (precision)	peabody	1.0
Metalign	class	Completeness (recall)	peabody	1.0
Metalign	class	True positives	peabody	5.0
Metalign	species	F1 score	peabody	0.21428571428571427
Metalign	species	False negatives	peabody	8.0
Metalign	species	False positives	peabody	14.0
Metalign	species	Jaccard index	peabody	0.12
Metalign	species	Taxon counts	peabody	17.0
Metalign	species	Purity (precision)	peabody	0.17647058823529413
Metalign	species	Completeness (recall)	peabody	0.2727272727272727
Metalign	species	True positives	peabody	3.0
Metalign	strain	False negatives	peabody	11.0
Metalign	strain	False positives	peabody	17.0
Metalign	strain	Jaccard index	peabody	0.0
Metalign	strain	Taxon counts	peabody	17.0
Metalign	strain	Purity (precision)	peabody	0.0
Metalign	strain	Completeness (recall)	peabody	0.0
Metalign	strain	True positives	peabody	0.0
Metalign	superkingdom	F1 score	peabody	1.0
Metalign	superkingdom	False negatives	peabody	0.0
Metalign	superkingdom	False positives	peabody	0.0
Metalign	superkingdom	Jaccard index	peabody	1.0
Metalign	superkingdom	Taxon counts	peabody	1.0
Metalign	superkingdom	Purity (precision)	peabody	1.0
Metalign	superkingdom	Completeness (recall)	peabody	1.0
Metalign	superkingdom	True positives	peabody	1.0
Metalign	phylum	F1 score	peabody	1.0
Metalign	phylum	False negatives	peabody	0.0
Metalign	phylum	False positives	peabody	0.0
Metalign	phylum	Jaccard index	peabody	1.0
Metalign	phylum	Taxon counts	peabody	3.0
Metalign	phylum	Purity (precision)	peabody	1.0
Metalign	phylum	Completeness (recall)	peabody	1.0
Metalign	phylum	True positives	peabody	3.0
Metalign	genus	F1 score	peabody	1.0
Metalign	genus	False negatives	peabody	0.0
Metalign	genus	False positives	peabody	0.0
Metalign	genus	Jaccard index	peabody	1.0
Metalign	genus	Taxon counts	peabody	8.0
Metalign	genus	Purity (precision)	peabody	1.0
Metalign	genus	Completeness (recall)	peabody	1.0
Metalign	genus	True positives	peabody	8.0
Metalign	family	F1 score	peabody	1.0
Metalign	family	False negatives	peabody	0.0
Metalign	family	False positives	peabody	0.0
Metalign	family	Jaccard index	peabody	1.0
Metalign	family	Taxon counts	peabody	8.0
Metalign	family	Purity (precision)	peabody	1.0
Metalign	family	Completeness (recall)	peabody	1.0
Metalign	family	True positives	peabody	8.0
Metalign	order	F1 score	peabody	1.0
Metalign	order	False negatives	peabody	0.0
Metalign	order	False positives	peabody	0.0
Metalign	order	Jaccard index	peabody	1.0
Metalign	order	Taxon counts	peabody	8.0
Metalign	order	Purity (precision)	peabody	1.0
Metalign	order	Completeness (recall)	peabody	1.0
Metalign	order	True positives	peabody	8.0
Metalign	class	L1 norm error	peabody	0.10568029962031375
Metalign	family	L1 norm error	peabody	0.1397468193207073
Metalign	genus	L1 norm error	peabody	0.15308575134403665
Metalign	order	L1 norm error	peabody	0.1378239829354939
Metalign	phylum	L1 norm error	peabody	0.0909080730276978
Metalign	species	L1 norm error	peabody	1.6126729539786602
Metalign	strain	L1 norm error	peabody	2.0
Metalign	superkingdom	L1 norm error	peabody	0.0
Metalign	na	Weighted UniFrac error	peabody	4.25597881034398
Metalign	na	Unweighted UniFrac error	peabody	96.32630335944323
Bracken+Kraken2	class	Bray-Curtis distance	peabody	0.07337863435461076
Bracken+Kraken2	family	Bray-Curtis distance	peabody	0.07540292953388134
Bracken+Kraken2	genus	Bray-Curtis distance	peabody	0.07824579700331534
Bracken+Kraken2	order	Bray-Curtis distance	peabody	0.07898102781556697
Bracken+Kraken2	phylum	Bray-Curtis distance	peabody	0.06423059576299206
Bracken+Kraken2	species	Bray-Curtis distance	peabody	0.7613738160589939
Bracken+Kraken2	superkingdom	Bray-Curtis distance	peabody	0.0
Bracken+Kraken2	superkingdom	Shannon diversity	peabody	0.0
Bracken+Kraken2	superkingdom	Shannon equitability	peabody	0.0
Bracken+Kraken2	phylum	Shannon diversity	peabody	0.8731980790150184
Bracken+Kraken2	phylum	Shannon equitability	peabody	0.7948191441346704
Bracken+Kraken2	class	Shannon diversity	peabody	1.3511635142739586
Bracken+Kraken2	class	Shannon equitability	peabody	0.8395250937207452
Bracken+Kraken2	order	Shannon diversity	peabody	1.9476212777965787
Bracken+Kraken2	order	Shannon equitability	peabody	0.8864006428317652
Bracken+Kraken2	family	Shannon diversity	peabody	1.9379863454396622
Bracken+Kraken2	family	Shannon equitability	peabody	0.8820155961431845
Bracken+Kraken2	genus	Shannon diversity	peabody	1.955600812290478
Bracken+Kraken2	genus	Shannon equitability	peabody	0.8493066415832715
Bracken+Kraken2	species	Shannon diversity	peabody	2.2725181602626203
Bracken+Kraken2	species	Shannon equitability	peabody	0.9145285841850438
Bracken+Kraken2	class	F1 score	peabody	1.0
Bracken+Kraken2	class	False negatives	peabody	0.0
Bracken+Kraken2	class	False positives	peabody	0.0
Bracken+Kraken2	class	Jaccard index	peabody	1.0
Bracken+Kraken2	class	Taxon counts	peabody	5.0
Bracken+Kraken2	class	Purity (precision)	peabody	1.0
Bracken+Kraken2	class	Completeness (recall)	peabody	1.0
Bracken+Kraken2	class	True positives	peabody	5.0
Bracken+Kraken2	species	F1 score	peabody	0.2608695652173913
Bracken+Kraken2	species	False negatives	peabody	8.0
Bracken+Kraken2	species	False positives	peabody	9.0
Bracken+Kraken2	species	Jaccard index	peabody	0.15
Bracken+Kraken2	species	Taxon counts	peabody	12.0
Bracken+Kraken2	species	Purity (precision)	peabody	0.25
Bracken+Kraken2	species	Completeness (recall)	peabody	0.2727272727272727
Bracken+Kraken2	species	True positives	peabody	3.0
Bracken+Kraken2	strain	False negatives	peabody	11.0
Bracken+Kraken2	strain	False positives	peabody	0.0
Bracken+Kraken2	strain	Jaccard index	peabody	0.0
Bracken+Kraken2	strain	Taxon counts	peabody	0.0
Bracken+Kraken2	strain	Purity (precision)	peabody	0.0
Bracken+Kraken2	strain	Completeness (recall)	peabody	0.0
Bracken+Kraken2	strain	True positives	peabody	0.0
Bracken+Kraken2	superkingdom	F1 score	peabody	1.0
Bracken+Kraken2	superkingdom	False negatives	peabody	0.0
Bracken+Kraken2	superkingdom	False positives	peabody	0.0
Bracken+Kraken2	superkingdom	Jaccard index	peabody	1.0
Bracken+Kraken2	superkingdom	Taxon counts	peabody	1.0
Bracken+Kraken2	superkingdom	Purity (precision)	peabody	1.0
Bracken+Kraken2	superkingdom	Completeness (recall)	peabody	1.0
Bracken+Kraken2	superkingdom	True positives	peabody	1.0
Bracken+Kraken2	phylum	F1 score	peabody	1.0
Bracken+Kraken2	phylum	False negatives	peabody	0.0
Bracken+Kraken2	phylum	False positives	peabody	0.0
Bracken+Kraken2	phylum	Jaccard index	peabody	1.0
Bracken+Kraken2	phylum	Taxon counts	peabody	3.0
Bracken+Kraken2	phylum	Purity (precision)	peabody	1.0
Bracken+Kraken2	phylum	Completeness (recall)	peabody	1.0
Bracken+Kraken2	phylum	True positives	peabody	3.0
Bracken+Kraken2	genus	F1 score	peabody	0.888888888888889
Bracken+Kraken2	genus	False negatives	peabody	0.0
Bracken+Kraken2	genus	False positives	peabody	2.0
Bracken+Kraken2	genus	Jaccard index	peabody	0.8
Bracken+Kraken2	genus	Taxon counts	peabody	10.0
Bracken+Kraken2	genus	Purity (precision)	peabody	0.8
Bracken+Kraken2	genus	Completeness (recall)	peabody	1.0
Bracken+Kraken2	genus	True positives	peabody	8.0
Bracken+Kraken2	family	F1 score	peabody	0.9411764705882353
Bracken+Kraken2	family	False negatives	peabody	0.0
Bracken+Kraken2	family	False positives	peabody	1.0
Bracken+Kraken2	family	Jaccard index	peabody	0.8888888888888888
Bracken+Kraken2	family	Taxon counts	peabody	9.0
Bracken+Kraken2	family	Purity (precision)	peabody	0.8888888888888888
Bracken+Kraken2	family	Completeness (recall)	peabody	1.0
Bracken+Kraken2	family	True positives	peabody	8.0
Bracken+Kraken2	order	F1 score	peabody	0.9411764705882353
Bracken+Kraken2	order	False negatives	peabody	0.0
Bracken+Kraken2	order	False positives	peabody	1.0
Bracken+Kraken2	order	Jaccard index	peabody	0.8888888888888888
Bracken+Kraken2	order	Taxon counts	peabody	9.0
Bracken+Kraken2	order	Purity (precision)	peabody	0.8888888888888888
Bracken+Kraken2	order	Completeness (recall)	peabody	1.0
Bracken+Kraken2	order	True positives	peabody	8.0
Bracken+Kraken2	class	L1 norm error	peabody	0.1467572687092215
Bracken+Kraken2	family	L1 norm error	peabody	0.15080585906776262
Bracken+Kraken2	genus	L1 norm error	peabody	0.15649159400663062
Bracken+Kraken2	order	L1 norm error	peabody	0.15796205563113394
Bracken+Kraken2	phylum	L1 norm error	peabody	0.1284611915259841
Bracken+Kraken2	species	L1 norm error	peabody	1.5227476321179878
Bracken+Kraken2	superkingdom	L1 norm error	peabody	0.0
Bracken+Kraken2	na	Weighted UniFrac error	peabody	3.2632256010587195
Bracken+Kraken2	na	Unweighted UniFrac error	peabody	80.05507192782261
CLARK	class	Bray-Curtis distance	peabody	0.10154255413236356
CLARK	family	Bray-Curtis distance	peabody	0.1508050391781811
CLARK	genus	Bray-Curtis distance	peabody	0.157460072489496
CLARK	order	Bray-Curtis distance	peabody	0.1544456908062971
CLARK	phylum	Bray-Curtis distance	peabody	0.06143384536331391
CLARK	species	Bray-Curtis distance	peabody	0.8333333500000051
CLARK	superkingdom	Bray-Curtis distance	peabody	0.0
CLARK	superkingdom	Shannon diversity	peabody	0.0
CLARK	superkingdom	Shannon equitability	peabody	0.0
CLARK	phylum	Shannon diversity	peabody	0.9353375143502117
CLARK	phylum	Shannon equitability	peabody	0.8513808956972051
CLARK	class	Shannon diversity	peabody	1.4504852718776706
CLARK	class	Shannon equitability	peabody	0.9012371714817933
CLARK	order	Shannon diversity	peabody	1.9140800288489332
CLARK	order	Shannon equitability	peabody	0.9204779218283201
CLARK	family	Shannon diversity	peabody	1.9057740511878842
CLARK	family	Shannon equitability	peabody	0.9164835909012101
CLARK	genus	Shannon diversity	peabody	1.9325907420861632
CLARK	genus	Shannon equitability	peabody	0.8795599512313474
CLARK	species	Shannon diversity	peabody	2.1473055238801297
CLARK	species	Shannon equitability	peabody	0.9325629399815116
CLARK	class	F1 score	peabody	1.0
CLARK	class	False negatives	peabody	0.0
CLARK	class	False positives	peabody	0.0
CLARK	class	Jaccard index	peabody	1.0
CLARK	class	Taxon counts	peabody	5.0
CLARK	class	Purity (precision)	peabody	1.0
CLARK	class	Completeness (recall)	peabody	1.0
CLARK	class	True positives	peabody	5.0
CLARK	species	F1 score	peabody	0.1904761904761905
